ct_shortname,bd_feb15avgdif_date,bd_feb15avgdif_holi,bd_feb29avgdif_date,bd_feb29avgdif_holi
乌鲁木齐,4.317295652173912,4.608334782608696,2.5586972972972966,2.7396135135135142
阿拉尔,3.8239999999999994,4.280926086956521,1.9644270270270268,2.248462162162162
阿克苏,5.074004347826084,5.298321739130433,2.6818027027027003,2.821243243243242
阿勒泰,4.075660869565217,4.0964608695652185,2.1797243243243245,2.1926540540540547
巴音郭楞蒙古自治州,4.445804347826089,4.632143478260868,2.50448918918919,2.6203216216216205
博尔塔拉州,4.903152173913043,4.918378260869566,2.833478378378378,2.8429432432432433
昌吉州,4.222708695652173,4.3528347826086975,2.363167567567567,2.4440567567567575
哈密,4.7757130434782615,4.947395652173914,2.6254918918918926,2.7322135135135137
和田,4.40768695652174,4.630382608695651,1.8256270270270276,1.9640594594594596
喀什,5.303756521739132,5.512043478260869,2.5208189189189194,2.650294594594594
克拉玛依,4.675986956521741,4.921839130434784,2.716078378378379,2.868905405405406
克孜勒苏州,4.7524826086956535,4.855665217391303,2.24307837837838,2.3072189189189185
石河子,4.203778260869565,4.410465217391306,2.4116999999999997,2.540181081081082
塔城,4.303995652173914,4.328369565217388,2.3799972972972983,2.395148648648647
图木舒克,4.2532565217391305,4.376256521739131,2.148251351351351,2.2247108108108105
吐鲁番,4.49825652173913,4.7062086956521725,2.4159675675675674,2.545235135135135
五家渠,3.195560869565217,3.3729173913043495,1.74597027027027,1.8562189189189198
伊犁州,5.192382608695652,5.249752173913043,2.9850648648648646,3.020727027027027
北屯,4.922704347826088,5.0716217391304355,2.8539054054054063,2.946475675675676
铁门关,2.828217391304349,3.2111695652173906,1.502354054054055,1.7404054054054052
双河,2.551239130434782,2.679352173913043,1.429505405405405,1.5091432432432432
可克达拉,2.7015782608695647,2.810404347826086,1.4023999999999996,1.470048648648648
昆玉,2.7378086956521743,3.0484478260869556,1.1085081081081085,1.301608108108108
昆明,3.9601956521739137,4.330795652173912,1.4813216216216212,1.7116945945945932
保山,4.036743478260869,3.8162608695652165,1.0456108108108113,0.9085540540540542
楚雄州,3.870891304347825,3.5187869565217365,0.8642756756756755,0.6453999999999986
大理州,3.7897391304347856,3.6053956521739137,1.0993513513513538,0.9847594594594602
德宏州,3.517430434782608,3.570047826086955,0.9854864864864861,1.0181945945945938
迪庆州,3.139786956521739,3.225460869565217,0.8952162162162156,0.9484729729729726
红河州,3.9380782608695672,3.7306347826086967,0.9371918918918927,0.8082405405405413
丽江,4.151691304347826,4.145878260869566,1.351394594594594,1.3477810810810817
临沧,4.051691304347827,3.6597739130434777,0.7475108108108106,0.5038864864864854
怒江州,2.891813043478262,2.6852173913043487,0.6880756756756754,0.5596513513513512
普洱,4.404686956521742,4.2474304347826095,1.137491891891894,1.0397378378378384
曲靖,4.105208695652174,3.5810173913043473,0.8164864864864878,0.49063783783783776
昭通,4.252852173913043,3.4914260869565217,0.7650135135135123,0.2916945945945937
文山,5.197686956521735,4.534065217391306,1.279297297297294,0.8667756756756759
西双版纳傣族自治州,4.177926086956521,4.391056521739131,1.5463756756756757,1.6788621621621624
玉溪,3.865773913043479,3.8315478260869567,0.9559270270270277,0.9346513513513512
杭州,5.021213043478261,5.664052173913045,2.059378378378379,2.458981081081082
湖州,4.560260869565217,5.154430434782608,1.4864108108108112,1.8557594594594593
嘉兴,4.481400000000002,5.257660869565218,1.634510810810811,2.1170513513513503
金华,2.5344652173913036,3.01918695652174,0.5453162162162155,0.8466297297297298
