ct_shortname,prov,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
福州,福建省,1.7188999999999997,2.0073,1.8821,1.5918,2.3846999999999996,2.2579,2.1665,2.1181,1.67,1.5126000000000002,0.9991000000000001,0.5099999999999998,0.8165,1.2224,1.2279000000000002,1.1915999999999998,1.1856,0.9615,1.5793,1.8646,1.8860999999999999,1.8889999999999998,2.1565,1.7327000000000001,0.6259000000000001,1.4647999999999999,1.2399,1.3318000000000003,1.0715,1.8341000000000003,1.2461000000000002,-0.006799999999999695,0.8788,0.8633999999999995,1.1845000000000003,1.0606999999999998,1.8518999999999997
龙岩,福建省,0.7172000000000001,1.0618000000000003,1.342,1.4816000000000003,2.1920999999999995,2.1826999999999996,2.0314,2.0332,1.6753999999999998,1.8201999999999998,1.4234,0.6264000000000003,1.5415999999999999,2.7063,2.7035000000000005,2.6726999999999994,2.3656,1.8085000000000004,2.0076,1.9473000000000003,1.8639000000000001,1.9316999999999998,1.9166000000000003,1.6294,0.6834000000000002,0.9111000000000002,0.6088,0.6894,0.14309999999999956,0.6260000000000003,0.13370000000000015,-0.6234000000000002,-0.050799999999999734,-0.053899999999999615,0.039699999999999847,0.008399999999999963,0.4925999999999995
南平,福建省,0.16439999999999966,1.0646,1.0678,0.9775999999999998,1.7461000000000002,1.8769999999999998,1.9298999999999995,2.2081000000000004,2.3141000000000003,2.5717999999999996,2.5233,2.1507,2.7219999999999995,3.5873,3.4794,3.25,2.9560000000000004,2.6129999999999995,2.7765999999999993,2.9213999999999998,2.8078,2.7208999999999994,2.6610000000000005,1.921,1.1603999999999997,1.3276,1.2452000000000005,1.0844000000000005,0.26439999999999975,0.8646999999999996,0.32959999999999967,-0.2197,0.24819999999999975,0.16670000000000007,0.1419999999999999,0.01750000000000007,0.6092
宁德,福建省,0.36839999999999984,1.1145,1.4512,0.6292,1.4487999999999999,1.5873,1.4188999999999998,1.6307000000000005,1.3064,1.4537,1.4009,0.9489999999999998,1.0391000000000004,1.6958999999999997,2.3117,1.9580999999999997,1.5536999999999996,1.4046000000000003,1.4783,1.6886,1.4775,1.6245000000000003,1.7029,1.1183999999999998,0.39270000000000005,0.7976999999999999,0.7029000000000001,0.7153,0.23470000000000013,0.8862999999999999,0.3439000000000001,-0.3878999999999997,0.12340000000000018,0.17320000000000002,0.3365999999999998,-0.05830000000000002,0.4051999999999998
莆田,福建省,0.5099,0.005799999999999805,1.6799999999999997,0.7982999999999998,1.5218000000000003,1.6999,1.5015999999999998,2.1096,1.6927999999999999,1.9811999999999999,1.5805999999999998,1.1879,1.4161000000000001,1.8651000000000002,2.4717,2.0046,2.2066999999999997,2.1303,2.1778,2.3796,2.1492,2.3166,2.1433,2.0639,1.0173,1.1747999999999998,0.9485000000000001,0.7704,0.4666999999999999,0.8331,0.48039999999999994,-0.10499999999999998,0.24359999999999982,0.2479,0.48260000000000014,0.44419999999999993,0.6506000000000003
泉州,福建省,1.2534999999999998,1.5832000000000002,1.1158000000000001,1.0816,1.5015999999999998,1.3664,1.3462,1.4029999999999996,0.9839000000000002,1.1193,0.7902999999999998,0.5819000000000001,1.141,1.8779,1.4799,1.3804,1.2088,1.0922,1.3359999999999999,1.5010999999999999,1.3946,1.6391000000000002,1.5410999999999997,1.6315000000000002,0.8912,1.1839,0.9914000000000001,0.9866000000000001,0.6703000000000001,1.0011,0.7216999999999998,0.09339999999999993,0.5783999999999998,0.5641999999999996,0.7084000000000001,0.6241999999999996,0.8592
三明,福建省,-0.0367999999999995,1.0822000000000003,1.234,1.2933,2.0887,2.1093,2.1387,2.2760999999999996,2.0596,2.2242,1.9821999999999997,1.2234000000000003,1.8037999999999998,2.8442999999999996,2.9644,2.8569000000000004,2.5875999999999997,1.9678,2.1129000000000002,2.1302000000000003,2.0833000000000004,1.9844999999999997,2.0819,1.4323000000000001,0.40269999999999984,0.7869000000000002,0.5783999999999998,0.6409000000000002,-0.1548999999999996,0.3611000000000004,-0.19279999999999964,-0.8700000000000001,-0.37129999999999974,-0.38270000000000026,-0.27280000000000015,-0.5093999999999994,0.24619999999999997
厦门,福建省,2.8246,2.9909000000000003,2.5662000000000003,2.1955,3.0122,2.8701999999999996,2.6332,2.4234,1.7619,1.4035,0.5973000000000002,0.34919999999999995,0.4122000000000001,0.556,0.4699,0.6085,0.6031,-0.14259999999999984,0.8104999999999998,1.3769999999999998,1.5518,1.7084000000000001,2.2595,2.1353,0.4426000000000001,1.5608999999999997,1.3283,1.3836,1.3202000000000003,2.1931000000000003,1.7829000000000002,-0.28110000000000035,0.9570999999999996,0.9181999999999997,1.0740000000000003,1.1418,2.0803
漳州,福建省,0.4933999999999994,0.5200999999999998,0.2400000000000002,0.45399999999999974,1.1871,1.1392000000000002,1.2165999999999997,1.3173,0.9889999999999999,1.2006000000000001,0.7927,0.9323000000000001,1.2852999999999999,2.0151,1.7138999999999998,1.6873,1.6125999999999998,1.3587000000000002,1.5253,1.6612,1.6665,1.7776000000000005,1.6099999999999999,1.7252,0.8617000000000004,1.0987,0.9030999999999998,0.6726999999999999,0.3368000000000002,0.6431999999999998,0.23330000000000028,-0.4857999999999998,0.018899999999999917,0.017600000000000282,0.16690000000000005,0.1431,0.4276
广州,广东省,2.4091,2.6266,2.0483,1.8612000000000002,2.4286,2.2454,2.0416,1.8458,1.3643,1.1271,0.6374000000000002,0.43809999999999993,0.5209999999999999,0.6141000000000001,0.4304000000000001,0.5555,0.5803999999999999,0.14559999999999995,0.7680999999999998,1.2729,1.5546000000000002,1.7283,2.2865,1.9636999999999998,0.9482000000000002,1.763,1.7484,1.8239,1.7782,2.4345,1.8834999999999997,0.7536999999999998,1.5513,1.5252,1.6902999999999997,1.767,2.4727000000000006
潮州,广东省,0.8331,0.46489999999999965,0.48130000000000006,0.476,0.9979,0.7263000000000002,0.7357999999999998,0.8917000000000002,0.7210999999999999,0.8731,0.5488,0.5079,0.7368999999999999,1.2792,0.8380000000000001,0.9199999999999999,0.8215000000000001,0.4849000000000001,0.5125000000000002,0.6747000000000001,0.6694,0.8496000000000001,0.6489000000000003,1.0324999999999998,0.31499999999999995,0.41800000000000015,0.07200000000000006,0.45509999999999984,0.2616999999999998,0.4567999999999999,0.32520000000000016,-0.1947000000000001,0.16720000000000024,0.1614,0.3431000000000002,0.3346999999999998,0.4480999999999997
东莞,广东省,2.303,2.3311,2.0454,1.6901000000000002,1.6646,1.4078000000000002,1.1345999999999998,0.9158999999999999,0.5358999999999999,0.3891,0.16979999999999995,0.10619999999999996,0.14289999999999992,0.18589999999999995,0.04620000000000002,0.04290000000000005,0.03189999999999993,-0.20290000000000008,0.22929999999999984,0.6049,0.9020000000000001,1.1683999999999999,1.4546,1.6184,0.9535,1.2775,1.3687,1.2977,1.2797000000000003,1.5449,1.5423999999999998,0.7789000000000001,1.0945,1.0474,1.1645000000000003,1.1945000000000001,1.3784999999999998
佛山,广东省,2.4885,2.5099,2.0782999999999996,1.9649,2.1389,1.8952,1.6492999999999998,1.4331,0.9751000000000001,0.8130000000000001,0.5256000000000001,0.37729999999999997,0.4888999999999999,0.6078999999999999,0.34099999999999997,0.33509999999999995,0.3600000000000001,0.09939999999999993,0.5259,1.0482,1.3184,1.6666999999999998,2.0343999999999998,2.1474,1.3164,1.8119,1.794,1.8486000000000002,1.7403,2.0353,1.8872,0.8586999999999998,1.3353000000000002,1.2519999999999998,1.4265999999999996,1.4747,1.7271999999999998
河源,广东省,0.24739999999999984,0.7335999999999996,0.17090000000000005,0.5587,0.6295999999999999,1.2302999999999997,1.29,1.5895999999999995,1.3419000000000003,1.4878999999999998,1.2782999999999998,0.9039999999999999,1.5281999999999996,2.5226,2.1752,2.8088000000000006,2.2948000000000004,1.8505999999999996,1.867,1.7259999999999995,1.778,1.7052,1.7986,1.6481,1.1219000000000001,0.9988000000000001,0.9779,1.0655999999999999,0.8111999999999999,1.052,0.5803000000000003,0.12230000000000008,0.4194,0.43020000000000014,0.5640000000000001,0.5527000000000002,0.8807999999999998
惠州,广东省,1.6806999999999999,1.9604999999999997,1.6502,1.5937000000000001,1.7156000000000002,1.5847000000000002,1.4363,1.3884000000000003,0.988,0.9137000000000002,0.6334000000000002,0.5016,0.6923000000000001,0.9325000000000001,0.7061,0.9158999999999999,0.8293999999999999,0.6410000000000002,0.9561000000000002,1.2272,1.4312,1.5044000000000002,1.74,1.7429999999999999,1.2333,1.3734999999999997,1.4211,1.4424000000000001,1.3577,1.6535999999999997,1.4443000000000001,0.8527999999999998,1.1412,1.1280000000000001,1.2624,1.3077999999999999,1.5667999999999997
江门,广东省,1.6241999999999996,1.6113,1.3188999999999997,1.4509000000000003,1.7096999999999998,1.7409999999999997,1.779,1.7208,1.3323,1.3992,1.0600999999999998,0.8298999999999999,1.1613,1.4502,1.1141,1.3364999999999998,1.2928,0.8213999999999997,1.0192999999999999,1.3944999999999999,1.5849000000000002,1.8010000000000002,2.0467000000000004,2.238,1.2054999999999998,1.484,1.3484000000000003,1.3439000000000005,1.1282999999999999,1.3805000000000005,1.2356000000000003,0.11220000000000008,0.47080000000000055,0.41890000000000027,0.5886999999999998,0.6861999999999995,0.9295999999999998
揭阳,广东省,0.043299999999999894,0.10340000000000016,-0.24840000000000018,0.000800000000000356,0.6306000000000003,0.5474000000000001,0.6618000000000004,0.8546,0.6831,0.8195000000000001,0.47829999999999995,0.44440000000000035,1.0909,1.9257999999999997,1.2453999999999996,1.3641999999999999,1.1760000000000002,0.6648999999999998,0.7345999999999999,0.6731000000000003,0.7582999999999998,0.8083999999999998,0.5374999999999996,0.8121999999999998,0.2490000000000001,0.4038000000000004,0.07269999999999976,0.3094999999999999,0.13169999999999993,0.2542,0.009699999999999598,-0.41739999999999977,-0.15290000000000026,-0.1604000000000001,0.010000000000000231,0.009799999999999809,0.08400000000000007
茂名,广东省,-0.3346999999999998,0.16410000000000036,-0.9884000000000004,0.5593000000000004,0.4337,1.2006999999999999,1.7351,2.2137000000000002,2.2944000000000004,2.5594,2.3581,1.3491999999999997,2.6284000000000005,3.9062,2.6118000000000006,3.4535000000000005,3.4916,3.0231000000000003,2.7145,2.8101000000000003,2.6089000000000007,2.5168,2.4273000000000002,2.5907,1.8784999999999998,1.3999000000000001,1.4404999999999997,1.1255999999999995,0.5572999999999997,0.8243000000000005,0.3288000000000002,-0.04530000000000012,-0.3027000000000002,-0.19380000000000042,-0.1369000000000007,-0.06229999999999958,0.31039999999999957
梅州,广东省,-0.4207000000000001,0.5128999999999997,-0.17989999999999995,0.18730000000000047,0.5516000000000001,0.9313000000000002,1.0575,1.5393,1.3186999999999998,1.6984,1.4630999999999998,1.4816000000000003,2.2186000000000003,3.3161000000000005,3.0045,3.2283,2.7149,1.8779,1.7906,1.6345999999999998,1.6816999999999998,1.6022000000000003,1.7245999999999997,1.7074000000000003,1.0893000000000002,1.0587,0.9283999999999999,0.8283999999999998,0.4687999999999999,0.6798000000000002,0.08660000000000023,-0.4685999999999999,0.058000000000000274,0.06509999999999971,0.2762000000000002,0.2336999999999998,0.6023000000000001
清远,广东省,0.5411000000000001,1.5348000000000002,0.9917000000000002,1.3200999999999996,1.5610999999999997,1.8409,1.7945000000000002,1.8844999999999996,1.6016000000000004,1.8114,1.7534999999999998,1.3577999999999997,1.9953000000000003,2.8609999999999998,2.2128999999999994,2.6774,2.1704,1.4742000000000002,1.3882000000000003,1.5442,1.4494000000000002,1.5980999999999996,1.7860999999999998,1.3893,0.6071,0.5929000000000002,0.5872999999999999,0.7042999999999999,0.3363999999999998,0.8960999999999997,0.30710000000000015,0.09740000000000038,0.23400000000000043,0.1480999999999999,0.23100000000000032,0.30669999999999975,0.7016
汕头,广东省,0.9828999999999999,1.0177,0.9053999999999998,0.7724000000000002,1.3249000000000002,1.1678,1.2605,1.2771000000000001,0.9489999999999998,0.9471,0.5203999999999998,0.35029999999999983,0.6320999999999999,1.1302999999999999,0.8087,0.9457000000000002,0.8144999999999998,0.46640000000000015,0.7189999999999999,0.8855,0.9646000000000003,1.1202,0.9581999999999997,1.2501999999999998,0.4034,0.6965999999999997,0.2796999999999996,0.6919,0.6006,0.7927,0.7065000000000001,-0.12189999999999968,0.34909999999999997,0.3026,0.4632999999999998,0.5657999999999999,0.5486
汕尾,广东省,-0.10179999999999989,0.1814,-0.6225,0.34209999999999985,0.6742000000000004,0.6927999999999996,0.8022,1.1288,1.0568,1.1799000000000004,0.7921,0.7713999999999999,1.5746999999999995,2.3747999999999996,1.7349999999999999,1.9647999999999999,1.7732999999999999,1.3342999999999998,1.2294,1.0332,1.1383,1.0362999999999998,0.8231000000000002,1.0419999999999998,0.6943000000000001,0.6800000000000002,0.5101,0.5712000000000002,0.25360000000000005,0.3517000000000001,0.12440000000000007,-0.3186,-0.09689999999999976,-0.13280000000000003,0.02059999999999995,0.04139999999999988,0.07509999999999994
韶关,广东省,0.30900000000000016,0.9288999999999996,0.5339999999999998,0.9381999999999997,1.3370999999999995,1.5289000000000001,1.5852,1.6780000000000004,1.5220000000000002,1.8770000000000002,1.8035999999999999,1.3262999999999998,1.9998000000000005,3.0643,2.6428,2.6375,2.1469,1.3299000000000003,1.4316000000000004,1.5022000000000002,1.3667000000000002,1.4147999999999996,1.9281000000000006,1.4383,0.5300999999999996,0.6219999999999999,0.6385999999999998,0.7152999999999996,0.27159999999999984,1.0305,0.32589999999999986,-0.033500000000000085,0.2688999999999999,0.23349999999999982,0.29090000000000016,0.3723000000000001,0.9068999999999998
深圳,广东省,2.9318,3.0021999999999998,2.3882000000000003,1.9137,2.4405,2.1510999999999996,1.8385,1.5299,1.0034,0.7061,0.24849999999999994,0.08099999999999996,0.13890000000000002,0.11249999999999993,0.0696,0.19800000000000006,0.26050000000000006,0.07630000000000003,0.8925999999999998,1.4525,1.8429,2.0490000000000004,2.4432,2.1006,1.1511999999999998,2.2517,2.1035,2.1199000000000003,2.0599,2.6056,2.096,0.5402,1.5711,1.5124999999999997,1.6681,1.7529,2.4011
阳江,广东省,0.6268000000000002,1.1631999999999998,0.4154,1.133,1.2681000000000004,1.6118000000000006,1.6101999999999999,1.7537000000000003,1.4423999999999997,1.5793000000000004,1.3277000000000005,0.6819000000000002,1.5486,2.4351,1.7995000000000005,2.2646,2.0987,1.4339,1.2734999999999999,1.3315000000000001,1.2904999999999998,1.521,1.3582000000000005,1.3906,0.5202,0.5068999999999995,0.35470000000000024,0.44650000000000034,0.2221000000000002,0.6172999999999997,0.25789999999999935,-0.2615999999999996,-0.030600000000000627,0.006299999999999528,0.13429999999999964,0.2768999999999995,0.5865999999999998
云浮,广东省,0.1253000000000002,0.9165999999999999,0.14040000000000008,0.7534000000000001,0.9144000000000001,1.1046000000000005,1.1431999999999998,1.4781999999999997,1.2901000000000002,1.6877999999999997,1.6971999999999996,1.0478,2.0212000000000003,3.0507000000000004,2.7169,2.9111,2.6577,1.9599000000000002,1.2992000000000004,1.5961000000000003,1.3012000000000001,1.3599,1.5334000000000003,1.4216000000000002,0.6221000000000001,0.28110000000000035,0.4083000000000001,0.4083999999999999,-0.06359999999999966,0.3057000000000003,-0.19639999999999969,-0.34490000000000043,-0.27479999999999993,-0.21689999999999987,-0.09950000000000081,-0.013399999999999856,0.2488999999999999
湛江,广东省,-0.33389999999999986,0.47659999999999947,0.43010000000000037,1.1166,1.3880000000000003,1.4872,1.4104000000000005,1.8871999999999995,1.7705000000000002,2.1367000000000003,1.8129,1.4369999999999998,2.1524000000000005,2.7275000000000005,2.5018,2.6233999999999997,2.4814999999999996,2.0727,1.7778000000000005,1.8058999999999998,1.6616,1.4282000000000004,1.5267,1.7936,1.2128,1.1512000000000002,0.9556000000000004,0.9165999999999999,0.5175999999999998,0.7815999999999996,0.3334999999999999,-0.28420000000000023,-0.19700000000000006,-0.15059999999999985,0.008099999999999774,0.025900000000000034,0.39860000000000007
