ct_shortname,prov,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
海口,海南省,2.2224,2.7232000000000003,2.1776999999999997,2.2121000000000004,2.8194,2.6542999999999997,2.5958000000000006,2.5340999999999996,2.0546,1.7318999999999998,0.7270000000000003,0.22339999999999982,0.4095,0.5517999999999998,0.6091999999999997,1.0736999999999999,1.2682,1.215,1.9707000000000001,2.2031,2.3396,2.2781,2.5678,2.3104,1.7323000000000002,2.4302,1.9952999999999999,2.3418,2.2796999999999996,2.8321000000000005,2.4402999999999997,1.4599000000000002,1.9603000000000002,1.9444999999999997,2.0749,2.2023,2.7644
白沙黎族自治县,,-0.4394999999999998,1.4928,0.5484,1.1736,1.4724,1.5692,1.4617000000000004,1.6181,1.4254999999999995,1.7942999999999998,1.4722000000000004,1.2199000000000004,1.4059000000000004,1.6283000000000003,1.3702,1.9856000000000003,2.0884999999999994,1.4907,1.3817,1.4179000000000004,1.4329,0.948,0.8848000000000003,1.0553999999999997,0.9163999999999999,1.3148999999999997,1.0683000000000002,1.3089000000000004,0.5267,0.685,-0.0823999999999998,-0.47909999999999986,-0.39970000000000017,-0.40549999999999997,-0.2118000000000002,-0.16220000000000034,0.38539999999999974
保亭黎族苗族自治县,,-0.5125000000000002,0.2737999999999996,-0.19199999999999928,0.25760000000000005,0.9964999999999997,0.8225000000000002,0.8112000000000004,0.9699000000000004,0.6243000000000003,0.8443999999999998,0.6494,0.6393000000000004,0.8877000000000006,1.1683999999999997,1.0989,1.2224,1.5905,1.5594000000000001,1.6102999999999996,1.6720000000000002,1.7253000000000003,1.4753000000000003,1.4346999999999999,1.3088000000000002,1.0989,1.3434999999999997,1.3183000000000002,1.2399999999999998,0.8569,1.2464999999999997,0.8978000000000002,0.5765000000000002,0.4659000000000004,0.5290000000000004,0.6276999999999995,0.6615000000000002,1.0557000000000003
昌江黎族自治县,,0.25150000000000006,1.8185999999999996,0.6143000000000005,0.8757999999999999,1.4075999999999995,1.4497,1.3676000000000004,1.7978999999999998,1.6655000000000002,1.7906,1.4831999999999996,1.1237999999999997,1.2442000000000002,1.3139000000000003,1.5344000000000002,1.8920999999999997,2.0332999999999997,1.7884999999999995,1.8536000000000001,1.8661000000000003,2.0276,1.7092999999999998,1.7340999999999998,1.6815000000000002,1.3449999999999998,1.7191999999999994,1.4327,1.7180999999999997,1.1261000000000005,1.4350999999999998,0.7867000000000002,0.2315999999999998,0.31420000000000003,0.39500000000000046,0.4773999999999994,0.4982999999999995,0.9588000000000005
儋州,海南省,0.4740000000000002,1.5679999999999996,1.4039000000000001,1.7467999999999995,2.1317000000000004,2.1254999999999997,2.0419,2.113,1.9266000000000005,2.1193,1.7677000000000005,1.2378000000000005,1.7738000000000005,2.2452000000000005,2.1895000000000002,2.5307,2.7281000000000004,2.5587,2.5449999999999995,2.4994,2.4177999999999997,2.2516,2.2216,2.1555000000000004,1.9461,2.4126999999999996,1.9958,2.0743,1.4059,1.5868999999999995,1.129,0.5410999999999997,0.7214,0.6324000000000005,0.7256,0.8054000000000001,1.0737
澄迈,,-1.2367999999999997,-0.5566999999999993,-0.31499999999999995,0.19419999999999993,0.7510000000000003,1.0471000000000004,1.1078999999999999,1.2812000000000006,1.0614999999999997,1.4568000000000003,1.2566999999999995,1.3879000000000001,1.7891,2.2882,1.9124999999999996,2.4810000000000003,2.2035,1.7878000000000003,1.7536,1.5859999999999999,1.6454000000000004,1.2953999999999999,1.3347000000000002,1.5337,1.3742999999999999,1.8695999999999997,1.5174000000000003,1.3649999999999998,0.7058,0.8039000000000001,0.5015000000000001,0.08290000000000042,0.07539999999999969,0.06289999999999996,0.3687999999999998,0.41179999999999994,0.6866999999999996
东方,,-0.2690999999999999,1.1307999999999998,0.12430000000000074,0.5925000000000002,1.2982999999999998,1.3679999999999999,1.1461999999999999,1.1987,0.8416999999999994,1.0303,0.6861000000000006,0.4224000000000001,0.8031000000000001,1.1031999999999997,1.3234999999999997,2.2215,2.1585,2.0210000000000004,2.0612999999999997,2.0027,1.9853999999999998,1.7585000000000002,1.5662999999999996,1.5767000000000002,1.3132000000000001,1.5811000000000002,1.2770000000000001,1.3839000000000001,0.6454,0.9835999999999996,0.4925999999999999,0.17779999999999951,0.13870000000000005,0.0920999999999994,0.22250000000000014,0.27669999999999995,0.6791999999999998
定安,,-1.6703999999999999,-0.4610000000000003,-0.34799999999999986,0.4904000000000006,0.7810000000000006,0.9654999999999996,0.8423999999999996,1.2454,1.2030000000000003,1.6265999999999998,1.8115000000000006,1.9220000000000006,2.043,1.8568999999999996,1.3689000000000004,1.6080999999999994,1.4997000000000003,1.0963999999999996,1.1139000000000006,0.9163999999999994,1.3168000000000002,0.8220000000000005,0.8938000000000006,1.2783999999999995,0.9498999999999995,1.2422,1.0654000000000003,1.1116000000000001,0.6392000000000002,1.1211999999999995,0.5472999999999995,0.16969999999999974,0.10279999999999934,0.020999999999999908,0.1322000000000001,0.21410000000000018,0.5434000000000001
琼海,,0.21220000000000017,0.4791999999999996,0.36830000000000007,0.7050999999999998,1.3306999999999998,1.6299000000000006,1.7723000000000004,1.9883999999999995,1.8302,2.0793999999999997,1.8940000000000001,1.0391,1.5146000000000002,1.6984999999999997,1.6769999999999996,1.6416,1.9417,1.9947999999999997,2.0362,2.028,2.0300000000000002,1.8596,1.8162999999999996,1.9278,1.7232999999999996,1.9194,1.8346999999999998,1.8086000000000002,1.3045999999999998,1.5151,1.1956999999999995,0.7863000000000002,0.7226000000000004,0.6534,0.8366000000000002,0.8506999999999998,1.1648
琼中黎族苗族自治县,,0.4703999999999997,1.3985000000000003,0.8960999999999997,1.4788999999999999,2.0657000000000005,1.8943999999999996,1.7477999999999998,1.8142,1.6759000000000004,1.814,1.4689,1.0419,1.3281,1.5304000000000002,1.4136000000000002,2.1801,2.2193000000000005,1.8326999999999996,1.7086000000000001,1.6100999999999996,1.5676,1.3279999999999998,1.2800000000000002,1.4293999999999998,1.2584999999999997,1.4848,1.3664999999999998,1.7526000000000002,0.9517000000000002,1.4210999999999996,0.8533,0.5221999999999998,0.6110000000000002,0.5124000000000004,0.6111,0.6975999999999996,1.3706
乐东黎族自治县,,-1.2467000000000006,0.032099999999999795,-0.9752999999999998,-0.1769999999999996,0.2504999999999997,-0.034399999999999764,0.07240000000000002,0.3761000000000001,0.37510000000000066,0.6340000000000003,0.5911999999999997,0.23989999999999956,0.4552000000000005,0.7278000000000002,0.6055999999999999,0.9405000000000001,0.9211999999999998,0.7692000000000005,0.6684000000000001,0.6370000000000005,0.5179,0.29930000000000057,0.12919999999999998,0.05630000000000024,0.1448999999999998,0.4704999999999995,0.42459999999999987,0.39029999999999987,-0.4460999999999995,-0.09450000000000003,-0.4496000000000002,-0.5230000000000006,-0.8607999999999998,-0.9114000000000004,-0.7800000000000002,-0.7726000000000006,-0.4795999999999996
临高,,-1.3460999999999999,-0.6029,-1.6665999999999999,0.5133999999999999,0.6650999999999998,1.0543999999999993,0.9481000000000002,1.5346000000000002,1.5380000000000003,2.0151000000000003,1.7335000000000003,1.2743000000000002,2.3472999999999997,3.2297000000000002,2.4704000000000006,2.9799999999999995,2.7314999999999996,2.9681999999999995,2.7363000000000004,2.5197000000000003,2.1574,1.6404999999999998,1.3820999999999999,1.8415,1.5397999999999996,2.1382999999999996,1.6918999999999995,1.6052,0.6572000000000005,0.6963999999999997,0.36459999999999937,-0.13379999999999992,-0.1902999999999997,-0.3340999999999994,-0.1269,-0.01839999999999975,0.2549000000000001
陵水黎族自治县,,-0.1437999999999997,-0.1368999999999998,-0.4803000000000006,0.2797999999999998,0.9213999999999998,0.6589999999999998,0.8498999999999999,0.98,1.0276000000000005,1.3448000000000002,0.9481000000000002,0.5207999999999999,1.096,1.6938,1.3905000000000003,1.8184000000000005,1.6479,1.4075000000000002,1.4512999999999998,1.3535000000000004,1.2911000000000006,1.0285999999999995,1.0316999999999998,0.9711000000000003,0.9662000000000002,1.1021,0.7877999999999998,0.7092,0.35790000000000033,0.6006999999999998,0.31140000000000034,0.0036999999999993705,0.06489999999999974,0.06639999999999979,0.22310000000000052,0.3219000000000003,0.48299999999999965
三亚,海南省,-0.15369999999999973,0.40200000000000014,0.5491000000000001,1.0604,1.7689000000000004,1.7374999999999998,1.8062,1.8916,1.5471999999999997,1.6305999999999998,0.9578000000000002,0.7364999999999999,1.0099,1.3807,1.5545,1.9262000000000001,2.1572,2.1390000000000002,2.5964,2.7170000000000005,2.792,2.5871000000000004,2.7045000000000003,2.4536999999999995,2.1511,2.4727,2.0584,2.1623,1.9563000000000001,2.1508,1.8274999999999997,1.3059999999999996,1.4022999999999999,1.2964000000000002,1.4705999999999997,1.5146999999999995,1.8054000000000006
屯昌,,-0.7801999999999998,0.2016,-0.17630000000000035,0.9397000000000002,1.3064,1.7156999999999996,1.7913999999999999,2.0234,2.0176,2.4063000000000003,2.4857999999999993,2.2394,2.6203999999999996,2.6424,2.2365,2.6259,2.5938,2.0063000000000004,1.8313000000000001,1.5807000000000002,1.8049,1.3736000000000002,1.2834000000000003,1.6379000000000001,1.5322999999999998,1.7437999999999998,1.9082999999999997,1.6403000000000003,1.0611000000000002,1.1610000000000005,0.8713000000000002,0.33340000000000014,0.3532000000000002,0.2987000000000002,0.47089999999999943,0.5381,0.8518999999999997
万宁,,-1.0110000000000001,-0.17790000000000017,-0.3744000000000005,0.5289999999999999,1.3946999999999998,1.1422000000000003,1.4463000000000004,1.6061,1.4792999999999998,1.7903000000000002,1.8544999999999994,1.6078000000000001,2.4200999999999997,3.0257999999999994,2.8313,2.5707,2.754,2.6228,2.4745,2.3448999999999995,2.2144000000000004,2.1706000000000003,2.0904999999999996,2.0608000000000004,2.0490999999999997,2.0726,2.1433,2.0413,1.4175000000000004,1.5655999999999999,1.2262,0.9174000000000002,0.7913000000000001,0.7555999999999998,0.7755999999999998,0.8481000000000001,0.9824999999999999
文昌,,-1.0358,-0.4258000000000006,-0.48409999999999975,0.09340000000000082,0.6985999999999999,0.8629000000000002,1.1013000000000002,1.2777999999999996,0.9685000000000001,1.3206000000000002,1.6017000000000001,1.5751999999999997,1.9221,2.172,2.1912000000000003,2.1398,2.1645,1.9329999999999998,1.7972000000000001,1.6689999999999996,1.6639000000000004,1.4065999999999996,1.3329,1.6599999999999997,1.4429999999999996,1.6928,1.4867,1.2768000000000002,0.6453000000000002,0.9102000000000001,0.7511999999999999,0.4135,0.23499999999999988,0.2674000000000003,0.37959999999999994,0.4672999999999998,0.7258000000000004
五指山,,0.09580000000000011,1.1692,0.3883000000000001,0.6983999999999999,1.2327000000000004,0.8601000000000001,0.8488000000000002,0.8426,0.5968,0.6227,0.23750000000000027,0.04809999999999981,0.07600000000000007,0.20050000000000034,0.2706999999999997,0.6097000000000001,0.8906000000000001,0.5922999999999998,0.7744,0.8477000000000001,0.8714,0.6520999999999999,0.8091000000000004,0.6483000000000003,0.36819999999999986,0.6670000000000003,0.5827,0.9034,0.3984000000000001,0.9178000000000002,0.4767999999999999,0.1654,0.1652,0.17459999999999987,0.22990000000000022,0.27449999999999974,0.7497000000000003
郑州,河南省,2.6723000000000003,3.0378000000000003,2.8403,2.8747999999999996,3.5120999999999998,3.3502,3.0093,2.8582,2.4358,2.1469000000000005,1.4011,1.1403999999999999,1.4787,1.8027000000000002,1.3651,1.3937,1.5053,1.3732999999999997,2.5955,2.9555,2.9762000000000004,2.4067,3.0933,2.9064000000000005,2.4284999999999997,3.2401999999999997,2.9826000000000006,3.1807,3.1308000000000007,3.4745999999999997,3.1456,2.3974,2.8965999999999994,2.8655999999999997,3.0326,2.9325000000000006,3.4911
安阳,河南省,0.8606999999999996,1.2119,2.5988,2.9955999999999996,3.5120999999999993,3.7213000000000003,3.5223999999999993,3.7870000000000004,3.6598000000000006,3.73,3.252,2.3531999999999997,3.4043,4.4,3.6307,3.3440000000000003,2.8443,2.3533,3.4039,3.4993000000000003,3.0528,2.2349,3.0308,3.1511000000000005,2.8520000000000003,3.1940999999999997,2.6828000000000003,3.1647,2.5995999999999997,2.6296999999999997,2.4252999999999996,2.1751000000000005,2.1806,2.0989,2.1496,2.2043000000000004,2.3982
鹤壁,河南省,0.9486999999999997,1.8999000000000001,2.4979999999999998,2.6011,3.3645999999999994,3.6939,3.4841999999999995,3.7330000000000005,3.5533,3.6292,3.054,2.1352,3.1475,4.1331,3.5014000000000003,3.1013,2.9202000000000004,2.1753,3.4615,3.5001999999999995,3.1826,2.1814999999999998,3.0475,3.1431999999999998,2.7836999999999996,3.1751,2.5900999999999996,2.7189,2.3652,2.5202,2.3225000000000002,1.7805999999999997,1.8950000000000005,1.8598000000000003,1.8177999999999996,1.8890999999999996,2.3928000000000003
焦作,河南省,1.2156000000000002,1.6363999999999996,2.3876,2.7862,3.4322999999999997,3.4715000000000003,3.2009000000000003,3.2843999999999998,3.1452,3.2603,2.7499999999999996,2.0858,3.2011999999999996,4.2864,3.5541,3.3965,3.3823,2.8024000000000004,3.4631999999999996,3.4526000000000003,3.1279,2.2601,3.1054000000000004,3.0313,2.7369000000000003,3.2238000000000007,2.9263999999999997,3.0128000000000004,2.6626000000000003,2.7582999999999998,2.4196999999999997,1.9272000000000005,2.058,2.0937000000000006,2.3459000000000003,2.0774000000000004,2.5282
开封,河南省,0.03190000000000026,0.6377999999999995,0.5099999999999998,2.3480000000000003,2.9221999999999997,3.3063999999999996,3.0605999999999995,3.4288999999999996,3.4054999999999995,3.6404000000000005,3.3592999999999997,2.9173999999999998,3.9265,4.8115,3.6484,3.7501,3.3259,2.8563,3.4424,3.379,2.9794,1.9929999999999999,2.7522999999999995,2.8791,2.5398,2.9784,2.7152999999999996,2.8310999999999997,1.9801000000000002,1.8742999999999999,1.8280000000000003,0.8891,1.4257,1.3970999999999996,1.8729,1.8708,1.7829999999999995
洛阳,河南省,1.0566,1.7925999999999997,2.2039000000000004,2.5078,3.0332999999999997,3.0527,2.6486,2.8514,2.9286000000000003,3.0333999999999994,2.4754,2.0914,2.9515000000000002,3.7876000000000003,2.8430999999999997,2.5169,2.6715,2.2312000000000003,3.2441,3.1859,2.7639,2.208,3.2693000000000003,2.9234,2.4656000000000002,2.8833,2.7759000000000005,2.8348000000000004,2.4462999999999995,2.4331,2.0242,1.5351,1.6189000000000004,1.6602000000000006,1.9942000000000002,1.5369000000000002,1.9457000000000004
漯河,河南省,0.7675999999999998,1.9318,2.5950999999999995,3.1034999999999995,3.5134,3.6946,3.2236,3.5149000000000004,3.4896999999999996,3.5237000000000003,2.9277999999999995,2.4366,3.1376999999999997,3.7575,2.9655,2.4156000000000004,2.3423000000000007,2.5605,3.3797999999999995,3.3288,2.9055999999999997,2.3804000000000003,3.2185,3.1033,2.6436999999999995,2.8046000000000006,2.8657999999999997,3.0545,2.5135000000000005,2.5806,2.0652,1.4266,1.6723000000000003,1.6452,2.0169,1.7389000000000001,1.8262000000000005
南阳,河南省,0.5817000000000005,1.3754,2.1500000000000004,2.6686000000000005,3.0834000000000006,3.2464999999999997,2.721,3.5386999999999995,3.6213,3.9847,3.5916999999999994,2.9246,3.6957000000000004,4.4571,3.8621,3.4058,3.0359,3.2024,3.7614,3.6280000000000006,3.1193999999999997,2.8759999999999994,3.2533,2.8636000000000004,2.5967999999999996,3.02,3.0063,3.0071000000000003,2.57,2.6547000000000005,2.3312,2.0051,2.0684,1.9817,2.3637,2.2161,2.2454000000000005
平顶山,河南省,0.6806999999999999,1.7460999999999998,1.6936999999999998,2.3962,2.9382,3.2117,2.6889000000000003,3.3146,3.3925,3.7906999999999997,3.3270999999999997,3.0652999999999997,3.7127999999999997,4.2940000000000005,3.4623999999999997,2.7805999999999997,2.7127000000000003,2.9308999999999994,3.6159,3.4788999999999994,3.0521000000000003,2.5702,3.3381999999999996,3.0197000000000003,2.5989000000000004,2.9894999999999996,2.8193,2.5606999999999998,2.1144000000000003,2.0568,1.7058000000000004,1.1225,1.1801999999999997,1.1949,1.6202,1.1557,1.2717999999999998
濮阳,河南省,0.5285000000000002,0.8464,2.2718,2.7270000000000003,3.3421,3.8552999999999997,3.7601,3.9992,3.8766,4.2162,3.7203999999999997,2.808,3.6757,4.3973,4.0937,3.9112,3.5210999999999997,2.9551999999999996,4.0009,4.161099999999999,3.6875999999999998,2.5054,3.3369999999999997,3.6646,3.4397,3.6909,3.0867,3.4014,2.297,2.0909,1.8764000000000003,1.5790000000000002,1.6526999999999998,1.5949,1.4555000000000002,1.5857000000000006,1.8542
三门峡,河南省,0.7709000000000001,1.2271000000000005,1.4021999999999997,1.9212999999999996,2.7049000000000003,2.6954,2.3124,2.3564999999999996,2.698,2.9962000000000004,2.5288,1.8875000000000002,2.8705999999999996,3.8233,2.75,2.2606,2.2453999999999996,1.4177999999999997,2.5294000000000003,2.5147,1.9721999999999995,1.8245,2.6023,2.2011000000000003,1.5873999999999997,1.8904000000000005,2.1118999999999994,2.2034999999999996,1.4355000000000002,1.3655,1.0447000000000002,0.6323000000000003,0.7249999999999996,0.9186000000000001,1.2646000000000002,0.7705000000000002,1.3167
商丘,河南省,-0.42220000000000013,0.4228999999999994,0.45619999999999994,2.7836000000000003,3.1311,3.6830999999999996,3.1462000000000003,3.7477,4.0785,4.4346,4.1676,3.375,4.4486,5.4986999999999995,4.3609,4.7765,4.17,3.5583,4.1424,3.9292999999999996,3.5315000000000003,2.8728999999999996,3.4542000000000006,3.1872,2.7034,2.9601,2.5372,2.7167,1.7993000000000001,1.2516000000000007,1.4002,0.8015999999999996,1.0151000000000003,0.7587000000000002,1.1297000000000001,1.286,1.1629999999999994
新乡,河南省,1.0730999999999993,1.7766000000000002,2.9276999999999997,3.2274,3.5812999999999997,3.6709,3.4246999999999996,3.6548000000000003,3.4785000000000004,3.3912,2.8623,2.2954999999999997,3.2859000000000007,4.2189000000000005,3.1729000000000003,2.8975999999999997,2.5755999999999997,2.3057999999999996,3.1154,3.2461,3.1313,2.1623,3.0413,3.1122999999999994,2.7607999999999997,3.1373999999999995,2.5877999999999997,3.009,2.4957000000000003,2.3915000000000006,2.0042,1.4152,1.4991999999999996,1.5135999999999998,1.6282,1.5262000000000002,1.8134000000000001
信阳,河南省,-0.5609000000000002,0.7587999999999999,1.6982,2.1249,2.4542999999999995,3.0100000000000002,2.8535,3.4501,3.8757,4.292400000000001,3.8587000000000002,3.3324,4.376,5.4857000000000005,5.0861,4.608499999999999,3.6771,3.6418999999999997,4.4102,4.1236999999999995,3.7917000000000005,3.7276,3.7109999999999994,3.3923,3.1072,2.9234000000000004,2.9149,3.2608,2.6635,2.6016000000000004,2.3097000000000003,1.9699999999999998,1.9287999999999998,1.6833,1.8434,2.0861,1.8752
许昌,河南省,0.8132000000000001,1.9200999999999997,2.2453,2.8920000000000003,3.2856000000000005,3.4969,2.9994,3.4393999999999996,3.4006999999999996,3.6111,3.0776000000000003,2.575,3.4345,4.2226,3.3514,3.1224,2.9147999999999996,2.8364999999999996,3.5047000000000006,3.4353,3.0716,2.2654000000000005,3.1260000000000003,3.0658000000000003,2.6454,3.0131,2.9407,3.1029,2.2142,1.8686000000000003,1.3572000000000002,0.4828000000000001,0.7853000000000003,0.9243999999999999,1.4656000000000002,1.1719999999999997,1.2536000000000005
周口,河南省,-0.2535000000000007,0.5896000000000008,1.6530000000000005,3.2419000000000002,3.5608,4.0344,3.1947,4.0022,4.068300000000001,4.4238,4.228899999999999,2.9508,4.639200000000001,6.2284,5.1968000000000005,4.7387,3.904,3.8826,4.3174,4.0334,3.3047999999999997,2.6368,3.3198,3.0169,2.5781,2.6695,2.6509000000000005,2.8638999999999997,1.8729,1.1939999999999995,1.0238,0.07650000000000023,0.40749999999999975,0.36370000000000013,0.8529999999999998,0.8035000000000001,0.3719000000000001
驻马店,河南省,0.4588000000000001,1.1348000000000003,2.2554000000000003,2.9457,3.1619,3.5012999999999996,3.0130000000000003,3.7017,3.7591000000000006,4.1064,3.9251,2.9828,4.303800000000001,5.4707,4.8269,4.018699999999999,3.3110999999999997,3.445,4.0951,3.8082999999999996,3.2257,2.7396000000000003,3.1833,3.1081999999999996,2.7406999999999995,2.7359999999999998,2.9664999999999995,2.9917,2.0725,1.6559000000000004,1.4619999999999997,1.3479,1.4278,1.3331,1.7579000000000002,1.6254000000000004,1.4543000000000004
济源,,1.3487,1.8209000000000004,2.3,2.6821,3.4221999999999997,3.5320000000000005,3.2842,3.219,3.0770000000000004,3.2950000000000004,3.0476,2.4648999999999996,3.2359999999999998,4.076300000000001,3.3758999999999997,3.3182,3.2991,2.7025000000000006,3.6848,3.7072000000000003,3.3605000000000005,2.6362999999999994,3.5446999999999997,3.2709,2.9621,3.6325999999999996,3.4450000000000003,3.489,3.1729000000000003,3.4073,3.0398,2.4415999999999998,2.7805999999999997,2.8118,2.8451,2.5887,3.4093
哈尔滨,黑龙江省,1.1849999999999996,1.6022000000000003,1.1645000000000003,1.2903000000000002,2.3002000000000002,2.2696,2.2356,2.2867,2.0029,2.0422,1.388,1.2979,1.8764,2.1664,2.2344,2.2859,2.401,2.3699000000000003,2.9332000000000003,3.1502,3.2405999999999997,3.2184999999999997,3.227,2.8659,2.5178000000000003,3.3148,3.1332,3.2651000000000003,3.2760999999999996,3.4626,2.9598000000000004,2.5537,3.1479999999999997,3.1176999999999997,3.2492,3.4055000000000004,3.5853
大庆,黑龙江省,0.6683000000000003,1.1644999999999999,0.6391999999999998,0.8975999999999997,2.2791,2.1465,2.1554,2.2643999999999997,1.9900000000000002,2.1458999999999997,1.5499999999999998,1.5909,1.8822,2.0516000000000005,2.0474,2.1292000000000004,2.2893999999999997,2.0353999999999997,2.6311,2.7039,2.8074000000000003,2.7314000000000003,2.8802,2.4607,1.9874,2.9269000000000003,2.9032999999999998,3.0708999999999995,3.0023999999999997,3.2456,2.6437999999999997,2.1466,2.8633,2.7704,2.9101999999999997,3.1029999999999998,3.2146
大兴安岭,,3.5637999999999996,4.2073,3.4128,3.4681,4.9801,4.6852,5.1693,5.4717,5.3664000000000005,1.1035,4.8163,1.6906,3.3127000000000004,4.9574,4.8438,4.8497,5.1508,5.3171,5.9869,6.0288,5.9645,6.0629,5.9423,5.0149,4.7677,5.7411,6.3274,6.0122,5.794,5.896100000000001,4.8986,4.2665,5.6823,5.6784,5.7237,5.8673,6.0497
鹤岗,黑龙江省,-0.37349999999999994,0.22639999999999993,-0.18150000000000066,0.1665000000000001,1.4498000000000002,1.3300000000000005,1.8697999999999997,2.0600000000000005,1.8108,2.0889999999999995,1.5711,2.1559000000000004,2.2878999999999996,2.5067,2.3781999999999996,2.3327000000000004,2.6311999999999998,2.5603,2.9084999999999996,2.901,2.9136,2.8565000000000005,2.7819000000000003,2.5166999999999993,2.2067000000000005,2.8174,2.9882999999999997,2.7021999999999995,2.5122,2.6779,2.2563,1.8491,2.2721000000000005,2.1606000000000005,2.2851000000000004,2.3725,2.3391
黑河,黑龙江省,0.07709999999999972,0.5282999999999998,0.28489999999999993,0.4977999999999998,1.2440999999999995,1.1452999999999998,1.1470999999999996,1.4065000000000003,1.4857999999999998,1.9642000000000004,1.8749,1.9835999999999998,2.1769,2.42,2.5450999999999997,2.4729,2.6167,2.8062000000000005,2.9316999999999998,3.0117,3.0029999999999997,2.9506999999999994,2.8224,2.5970000000000004,2.4433,2.9475,3.0683000000000002,2.9129000000000005,2.7702999999999998,2.8457999999999997,2.5158,2.2965,2.6582,2.5853,2.6768,2.7584999999999997,2.7013999999999996
鸡西,黑龙江省,0.4382999999999999,0.7492000000000001,0.13280000000000047,0.2835000000000001,1.4629000000000003,1.7829000000000002,2.0682,2.2843000000000004,2.1973999999999996,2.4539000000000004,2.3947000000000003,2.4902,2.8186999999999998,3.0776,3.2042,2.9983000000000004,3.1155,3.0658000000000003,3.3369000000000004,3.3336,3.3009,3.3036000000000003,3.1321000000000003,2.883,2.7248,3.3021,3.3241,3.2194000000000003,3.0461,3.2317,2.7811,2.497,2.9681999999999995,2.8916000000000004,2.9821999999999997,3.0811,3.1469000000000005
佳木斯,黑龙江省,0.4276,0.9076,0.4386000000000001,0.8047999999999997,1.8188999999999997,1.8344000000000005,2.0182999999999995,2.3493999999999997,2.2333999999999996,2.5174999999999996,2.0864999999999996,2.0642000000000005,2.4044999999999996,2.7557,2.9596,2.7551999999999994,2.9102,2.9629000000000003,3.1614000000000004,3.2489,3.2209000000000003,3.184,3.0317999999999996,2.7949,2.4924,3.0578999999999996,3.1255000000000006,3.0444000000000004,2.9181,3.08,2.6853999999999996,2.3188,2.5664999999999996,2.4407999999999994,2.5146,2.5321000000000002,2.6723000000000003
牡丹江,黑龙江省,0.2290000000000001,0.8371999999999997,0.24590000000000023,0.5549999999999997,1.6301,1.6222000000000003,1.7357000000000005,1.8990999999999998,1.8876000000000004,2.2192000000000003,1.8251000000000004,1.9801,2.3545,2.5827000000000004,2.547,2.4225000000000003,2.5214999999999996,2.3766,2.7282,2.862,2.8293999999999997,2.7829000000000006,2.7386999999999997,2.4669,2.1065,2.7533,2.7112,2.6622000000000003,2.5715000000000003,2.7222,2.2496,1.7480000000000002,2.1811999999999996,2.1053999999999995,2.2437,2.3556000000000004,2.544
七台河,黑龙江省,0.22960000000000047,0.5453999999999999,0.3102999999999998,1.1978999999999997,2.326,2.3657000000000004,2.4255000000000004,2.5731,2.4215000000000004,2.8242,3.1005999999999996,2.8655,3.0717,3.2196,3.1828000000000003,3.0702000000000003,3.2494000000000005,3.2257999999999996,3.6023000000000005,3.5894999999999997,3.5494999999999997,3.5611,3.3607999999999993,3.0353000000000003,2.8029,3.5821,3.7437000000000005,3.4614000000000003,3.3322000000000003,3.4154999999999998,3.0633999999999997,2.7308,3.2258999999999998,3.1869999999999994,3.3219000000000003,3.3488999999999995,3.3613999999999997
齐齐哈尔,黑龙江省,0.1921999999999997,0.5503,-0.0029999999999992255,0.3677999999999999,1.3758,1.52,1.5938000000000003,1.8887000000000005,1.7400999999999995,2.0998,1.7581999999999995,2.1251999999999995,2.7754999999999996,3.2249000000000003,3.2554,3.2264,3.2953,3.2795000000000005,3.4597000000000007,3.4418999999999995,3.3766999999999996,3.2085,3.0987999999999998,2.8778,2.6612999999999998,3.2456,3.2937,3.1552999999999995,3.0401,3.0652,2.7747,2.4448,2.8289999999999997,2.7470999999999997,2.8411,3.0568999999999997,2.8938000000000006
双鸭山,黑龙江省,0.1838999999999995,0.6572,0.2558000000000007,0.6978999999999997,1.6298999999999997,1.6209999999999996,1.7427000000000001,1.9425999999999997,1.8975,2.2335000000000003,1.9998,2.343,2.8614999999999995,3.0905000000000005,3.1833,3.0404,3.2146,3.2377000000000002,3.3251,3.2499999999999996,3.2202,3.1580000000000004,2.9863,2.7110999999999996,2.5091,3.1238,3.3685,3.1507000000000005,2.9189,3.0594,2.6466999999999996,2.3201,2.6629,2.6186000000000007,2.7655,2.8103000000000002,2.824
绥化,黑龙江省,0.3971999999999998,0.45630000000000015,0.05659999999999954,0.3201999999999998,1.1601000000000004,1.4802,1.646,2.0513,1.9535,2.5638,2.5595000000000003,2.0069,2.7146999999999997,3.2832999999999997,3.601,3.6138000000000003,3.5831,3.5712,3.3764000000000003,3.3481999999999994,3.2429000000000006,3.1634,2.8263,2.7156000000000002,2.4483,2.945,2.8822,2.8049,2.5475999999999996,2.5274,2.266,2.1036,2.2677999999999994,2.2369,2.2945,2.4449000000000005,2.3224
