,cityName,confirmedCount,suspectedCount,curedCount,deadCount,date,prov,locationId,currentConfirmedCount
2789,晋中,15,0,0,0,2020-02-03,山西省,140700.0,
2790,运城,13,0,1,0,2020-02-03,山西省,140800.0,
2791,大同,9,0,0,0,2020-02-03,山西省,140200.0,
2792,太原,6,0,1,0,2020-02-03,山西省,140100.0,
2793,晋城,6,0,0,0,2020-02-03,山西省,140500.0,
2794,吕梁,5,0,0,0,2020-02-03,山西省,141100.0,
2795,长治,3,0,0,0,2020-02-03,山西省,140400.0,
2796,朔州,3,0,0,0,2020-02-03,山西省,140600.0,
2797,忻州,3,0,0,0,2020-02-03,山西省,140900.0,
2798,阳泉,2,0,0,0,2020-02-03,山西省,140300.0,
2799,临汾,1,0,0,0,2020-02-03,山西省,141000.0,
2800,兰州,26,0,2,0,2020-02-03,甘肃省,620100.0,
2801,天水,8,0,0,0,2020-02-03,甘肃省,620500.0,
2802,陇南,4,0,0,0,2020-02-03,甘肃省,621200.0,
2803,临夏,3,0,0,0,2020-02-03,甘肃省,622901.0,
2804,定西,3,0,1,0,2020-02-03,甘肃省,621100.0,
2805,张掖,2,0,0,0,2020-02-03,甘肃省,620700.0,
2806,白银,1,0,0,0,2020-02-03,甘肃省,620400.0,
2807,金昌,1,0,0,0,2020-02-03,甘肃省,620300.0,
2808,平凉,1,0,0,0,2020-02-03,甘肃省,620800.0,
2809,甘南,1,0,0,0,2020-02-03,甘肃省,0.0,
2810,庆阳,1,0,0,0,2020-02-03,甘肃省,621000.0,
2811,六盘水,9,0,0,0,2020-02-03,贵州省,520200.0,
2812,遵义,8,0,0,0,2020-02-03,贵州省,520300.0,
2813,贵阳,7,0,1,0,2020-02-03,贵州省,520100.0,
2814,铜仁,6,0,1,0,2020-02-03,贵州省,520600.0,
2815,黔南州,5,0,0,0,2020-02-03,贵州省,522700.0,
2816,黔东南州,4,0,0,0,2020-02-03,贵州省,522600.0,
2817,毕节,4,0,0,0,2020-02-03,贵州省,520500.0,
2818,安顺,2,0,0,0,2020-02-03,贵州省,520400.0,
2819,黔西南州,1,0,0,0,2020-02-03,贵州省,522300.0,
2820,鄂尔多斯,9,0,0,0,2020-02-03,内蒙古自治区,150600.0,
2821,包头,6,0,0,0,2020-02-03,内蒙古自治区,150200.0,
2822,呼和浩特,4,0,0,0,2020-02-03,内蒙古自治区,150100.0,
2823,巴彦淖尔,3,0,0,0,2020-02-03,内蒙古自治区,150800.0,
2824,乌兰察布,3,0,0,0,2020-02-03,内蒙古自治区,150900.0,
2825,呼伦贝尔,2,0,1,0,2020-02-03,内蒙古自治区,150700.0,
2826,锡林郭勒盟,2,0,0,0,2020-02-03,内蒙古自治区,152500.0,
2827,赤峰,2,0,0,0,2020-02-03,内蒙古自治区,150400.0,
2828,兴安盟,1,0,0,0,2020-02-03,内蒙古自治区,152200.0,
2829,通辽,1,0,0,0,2020-02-03,内蒙古自治区,150500.0,
2830,乌海,1,0,0,0,2020-02-03,内蒙古自治区,150300.0,
2831,银川,19,0,1,0,2020-02-03,宁夏回族自治区,640100.0,
2832,吴忠,7,0,0,0,2020-02-03,宁夏回族自治区,640300.0,
2833,中卫,2,0,0,0,2020-02-03,宁夏回族自治区,640500.0,
2834,固原,2,0,0,0,2020-02-03,宁夏回族自治区,640400.0,
2836,长春,17,0,1,0,2020-02-03,吉林省,220100.0,
2837,吉林,4,0,0,0,2020-02-03,吉林省,220000.0,
2838,四平,4,0,0,0,2020-02-03,吉林省,220300.0,
2839,松原,2,0,0,0,2020-02-03,吉林省,220700.0,
2840,延边,2,0,0,0,2020-02-03,吉林省,222400.0,
2841,公主岭,1,0,0,0,2020-02-03,吉林省,220381.0,
2842,通化,1,0,0,0,2020-02-03,吉林省,220500.0,
2843,乌鲁木齐,10,0,0,0,2020-02-03,新疆维吾尔自治区,650100.0,
2844,伊犁州,6,0,0,0,2020-02-03,新疆维吾尔自治区,654000.0,
2846,吐鲁番,1,0,0,0,2020-02-03,新疆维吾尔自治区,650400.0,
2849,阿克苏地区,1,0,0,0,2020-02-03,新疆维吾尔自治区,652901.0,
2850,西宁,12,0,0,0,2020-02-03,青海省,630100.0,
2851,海北州,1,0,0,0,2020-02-03,青海省,0.0,
2853,武汉,6384,0,306,313,2020-02-04,湖北省,420100.0,
2854,黄冈,1422,0,41,19,2020-02-04,湖北省,421100.0,
2855,孝感,1120,0,4,17,2020-02-04,湖北省,420900.0,
2856,随州,641,0,3,6,2020-02-04,湖北省,421300.0,
2857,襄阳,632,0,1,1,2020-02-04,湖北省,420600.0,
2858,荆州,613,0,7,7,2020-02-04,湖北省,421000.0,
2859,宜昌,452,0,2,3,2020-02-04,湖北省,420500.0,
2860,黄石,405,0,9,2,2020-02-04,湖北省,420200.0,
2861,荆门,400,0,6,14,2020-02-04,湖北省,420800.0,
2862,咸宁,348,0,1,0,2020-02-04,湖北省,421200.0,
2863,鄂州,332,0,4,18,2020-02-04,湖北省,420700.0,
2864,十堰,291,0,6,0,2020-02-04,湖北省,420300.0,
2865,仙桃,188,0,0,3,2020-02-04,湖北省,429004.0,
2866,恩施州,123,0,5,0,2020-02-04,湖北省,422800.0,
2867,天门,117,0,0,10,2020-02-04,湖北省,429006.0,
2868,潜江,44,0,0,1,2020-02-04,湖北省,429005.0,
2869,神农架林区,10,0,2,0,2020-02-04,湖北省,429021.0,
2870,温州,340,0,28,0,2020-02-04,浙江省,330300.0,
2871,杭州,132,0,6,0,2020-02-04,浙江省,330100.0,
2872,台州,115,0,11,0,2020-02-04,浙江省,331000.0,
2873,宁波,102,0,4,0,2020-02-04,浙江省,330200.0,
2874,金华,40,0,6,0,2020-02-04,浙江省,330700.0,
2875,绍兴,30,0,3,0,2020-02-04,浙江省,330600.0,
2876,嘉兴,23,0,0,0,2020-02-04,浙江省,330400.0,
2877,丽水,16,0,1,0,2020-02-04,浙江省,331100.0,
2878,衢州,15,0,0,0,2020-02-04,浙江省,330800.0,
2879,湖州,9,0,1,0,2020-02-04,浙江省,330500.0,
2880,舟山,7,0,2,0,2020-02-04,浙江省,330900.0,
2881,深圳,271,0,13,0,2020-02-04,广东省,440300.0,
2882,广州,224,0,3,0,2020-02-04,广东省,440100.0,
2883,珠海,64,0,1,0,2020-02-04,广东省,440400.0,
2884,佛山,49,0,1,0,2020-02-04,广东省,440600.0,
2885,东莞,37,0,0,0,2020-02-04,广东省,441900.0,
2886,中山,31,0,3,0,2020-02-04,广东省,442000.0,
2887,惠州,29,0,1,0,2020-02-04,广东省,441300.0,
2888,汕头,18,0,3,0,2020-02-04,广东省,440500.0,
2889,湛江,18,0,1,0,2020-02-04,广东省,440800.0,
2890,阳江,12,0,0,0,2020-02-04,广东省,441700.0,
2891,肇庆,10,0,1,0,2020-02-04,广东省,441200.0,
2892,梅州,9,0,0,0,2020-02-04,广东省,441400.0,
2893,清远,8,0,2,0,2020-02-04,广东省,441800.0,
2894,韶关,6,0,1,0,2020-02-04,广东省,440200.0,
2895,揭阳,6,0,0,0,2020-02-04,广东省,445200.0,
2896,江门,6,0,0,0,2020-02-04,广东省,440700.0,
2897,汕尾,5,0,0,0,2020-02-04,广东省,441500.0,
2898,茂名,5,0,0,0,2020-02-04,广东省,440900.0,
2899,潮州,4,0,0,0,2020-02-04,广东省,445100.0,
2900,河源,1,0,0,0,2020-02-04,广东省,441600.0,
2901,信阳,112,0,6,0,2020-02-04,河南省,411500.0,
2902,南阳,99,2,2,2,2020-02-04,河南省,411300.0,
2903,郑州,85,0,13,0,2020-02-04,河南省,410100.0,
2904,驻马店,72,0,0,0,2020-02-04,河南省,411700.0,
2905,商丘,60,0,0,0,2020-02-04,河南省,411400.0,
2906,周口,52,0,1,0,2020-02-04,河南省,411600.0,
2907,新乡,33,0,0,0,2020-02-04,河南省,410700.0,
2908,安阳,33,0,1,0,2020-02-04,河南省,410500.0,
2909,平顶山,28,0,0,0,2020-02-04,河南省,410400.0,
2910,漯河,23,0,0,0,2020-02-04,河南省,411100.0,
2911,许昌,19,0,0,0,2020-02-04,河南省,411000.0,
2912,洛阳,12,0,1,0,2020-02-04,河南省,410300.0,
2913,开封,12,0,1,0,2020-02-04,河南省,410200.0,
2914,焦作,12,0,0,0,2020-02-04,河南省,410800.0,
2915,鹤壁,10,0,0,0,2020-02-04,河南省,410600.0,
2916,三门峡,7,0,0,0,2020-02-04,河南省,411200.0,
2917,濮阳,4,0,0,0,2020-02-04,河南省,410900.0,
2918,济源,2,0,0,0,2020-02-04,河南省,419001.0,
2919,长沙,148,0,6,0,2020-02-04,湖南省,430100.0,
2920,岳阳,83,0,0,0,2020-02-04,湖南省,430600.0,
2921,邵阳,55,0,2,0,2020-02-04,湖南省,430500.0,
2922,常德,50,0,3,0,2020-02-04,湖南省,430700.0,
2923,娄底,40,0,3,0,2020-02-04,湖南省,431300.0,
2924,怀化,35,0,1,0,2020-02-04,湖南省,431200.0,
2925,衡阳,35,0,4,0,2020-02-04,湖南省,430400.0,
2926,益阳,35,0,1,0,2020-02-04,湖南省,430900.0,
2927,株洲,34,0,1,0,2020-02-04,湖南省,430200.0,
2928,永州,26,0,5,0,2020-02-04,湖南省,431100.0,
2929,郴州,22,0,1,0,2020-02-04,湖南省,431000.0,
2930,湘潭,21,0,3,0,2020-02-04,湖南省,430300.0,
2931,湘西自治州,6,0,1,0,2020-02-04,湖南省,433100.0,
2932,张家界,3,0,0,0,2020-02-04,湖南省,430800.0,
2933,合肥,81,0,5,0,2020-02-04,安徽省,340100.0,
2934,阜阳,79,0,3,0,2020-02-04,安徽省,341200.0,
2935,安庆,55,0,3,0,2020-02-04,安徽省,340800.0,
2936,亳州,48,0,2,0,2020-02-04,安徽省,341600.0,
2937,蚌埠,43,0,0,0,2020-02-04,安徽省,340300.0,
2938,六安,30,0,1,0,2020-02-04,安徽省,341500.0,
2939,马鞍山,28,0,1,0,2020-02-04,安徽省,340500.0,
2940,宿州,23,0,0,0,2020-02-04,安徽省,341300.0,
2941,芜湖,21,0,1,0,2020-02-04,安徽省,340200.0,
2942,铜陵,19,0,1,0,2020-02-04,安徽省,340700.0,
2943,滁州,11,0,1,0,2020-02-04,安徽省,341100.0,
2944,淮北,11,0,0,0,2020-02-04,安徽省,340600.0,
2945,池州,10,0,1,0,2020-02-04,安徽省,341700.0,
2946,黄山,9,0,0,0,2020-02-04,安徽省,341000.0,
2947,淮南,8,0,0,0,2020-02-04,安徽省,340400.0,
2948,宣城,4,0,1,0,2020-02-04,安徽省,341800.0,
2949,南昌,121,0,4,0,2020-02-04,江西省,360100.0,
2950,九江,78,0,3,0,2020-02-04,江西省,360400.0,
2951,新余,59,0,3,0,2020-02-04,江西省,360500.0,
2952,上饶,50,0,4,0,2020-02-04,江西省,361100.0,
2953,宜春,45,0,2,0,2020-02-04,江西省,360900.0,
2954,赣州,42,0,1,0,2020-02-04,江西省,360700.0,
2955,抚州,34,0,0,0,2020-02-04,江西省,361000.0,
2956,萍乡,20,0,1,0,2020-02-04,江西省,360300.0,
2957,吉安,15,0,1,0,2020-02-04,江西省,360800.0,
2958,鹰潭,8,0,0,0,2020-02-04,江西省,360600.0,
2959,景德镇,4,0,1,0,2020-02-04,江西省,360200.0,
2960,苏州,52,0,3,0,2020-02-04,江苏省,320500.0,
2961,南京,44,0,4,0,2020-02-04,江苏省,320100.0,
2962,徐州,39,0,0,0,2020-02-04,江苏省,320300.0,
2963,无锡,25,0,1,0,2020-02-04,江苏省,320200.0,
2964,泰州,23,0,0,0,2020-02-04,江苏省,321200.0,
2965,南通,22,0,0,0,2020-02-04,江苏省,320600.0,
2966,淮安,22,0,1,0,2020-02-04,江苏省,320800.0,
2967,常州,19,0,2,0,2020-02-04,江苏省,320400.0,
2968,连云港,17,0,1,0,2020-02-04,江苏省,320700.0,
2969,扬州,15,0,0,0,2020-02-04,江苏省,321000.0,
2970,盐城,15,0,0,0,2020-02-04,江苏省,320900.0,
2971,宿迁,10,0,0,0,2020-02-04,江苏省,321300.0,
2972,镇江,5,0,0,0,2020-02-04,江苏省,321100.0,
2973,成都,87,0,10,1,2020-02-04,四川省,510100.0,
2974,南充,27,0,0,0,2020-02-04,四川省,511300.0,
2975,广安,24,0,1,0,2020-02-04,四川省,511600.0,
2976,绵阳,17,0,1,0,2020-02-04,四川省,510700.0,
2977,内江,15,0,0,0,2020-02-04,四川省,511000.0,
2978,达州,13,0,1,0,2020-02-04,四川省,511700.0,
2979,德阳,12,0,0,0,2020-02-04,四川省,510600.0,
2980,巴中,12,0,0,0,2020-02-04,四川省,511900.0,
2981,攀枝花,10,0,0,0,2020-02-04,四川省,510400.0,
2982,自贡,9,0,0,0,2020-02-04,四川省,510300.0,
2983,泸州,9,0,0,0,2020-02-04,四川省,510500.0,
2984,甘孜州,8,0,0,0,2020-02-04,四川省,513300.0,
2985,宜宾,7,0,0,0,2020-02-04,四川省,511500.0,
2986,凉山州,6,0,0,0,2020-02-04,四川省,513400.0,
2987,广元,6,0,0,0,2020-02-04,四川省,510800.0,
2988,遂宁,5,0,1,0,2020-02-04,四川省,510900.0,
2989,雅安,5,0,0,0,2020-02-04,四川省,511800.0,
2990,眉山,5,0,0,0,2020-02-04,四川省,511400.0,
2991,乐山,2,0,0,0,2020-02-04,四川省,511100.0,
2992,资阳,2,0,0,0,2020-02-04,四川省,512000.0,
2993,阿坝州,1,0,0,0,2020-02-04,四川省,513200.0,
2994,青岛,32,0,3,0,2020-02-04,山东省,370200.0,
2995,临沂,28,0,1,0,2020-02-04,山东省,371300.0,
2996,烟台,26,0,0,0,2020-02-04,山东省,370600.0,
2997,威海,25,0,2,0,2020-02-04,山东省,371000.0,
2998,济南,25,0,0,0,2020-02-04,山东省,370100.0,
2999,济宁,21,0,3,0,2020-02-04,山东省,370800.0,
3000,德州,19,0,1,0,2020-02-04,山东省,371400.0,
3001,枣庄,16,0,0,0,2020-02-04,山东省,370400.0,
3002,日照,14,0,0,0,2020-02-04,山东省,371100.0,
3003,潍坊,14,0,0,0,2020-02-04,山东省,370700.0,
3004,淄博,12,0,0,0,2020-02-04,山东省,370300.0,
3005,泰安,12,0,1,0,2020-02-04,山东省,370900.0,
3006,滨州,11,0,0,0,2020-02-04,山东省,371600.0,
3007,聊城,10,0,0,0,2020-02-04,山东省,371500.0,
3008,菏泽,10,0,0,0,2020-02-04,山东省,371700.0,
3009,福州,53,0,2,0,2020-02-04,福建省,350100.0,
3010,莆田,37,0,1,0,2020-02-04,福建省,350300.0,
3011,泉州,35,0,0,0,2020-02-04,福建省,350500.0,
3012,厦门,20,0,0,0,2020-02-04,福建省,350200.0,
3013,漳州,13,0,0,0,2020-02-04,福建省,350600.0,
3014,宁德,12,0,0,0,2020-02-04,福建省,350900.0,
3015,三明,11,0,0,0,2020-02-04,福建省,350400.0,
3016,南平,11,0,0,0,2020-02-04,福建省,350700.0,
3017,龙岩,2,0,0,0,2020-02-04,福建省,350800.0,
3018,哈尔滨,63,0,4,0,2020-02-04,黑龙江省,230100.0,
3019,绥化,22,0,0,2,2020-02-04,黑龙江省,231200.0,
3020,双鸭山,12,0,0,0,2020-02-04,黑龙江省,230500.0,
3021,大庆,11,0,0,0,2020-02-04,黑龙江省,230600.0,
3022,佳木斯,11,0,0,0,2020-02-04,黑龙江省,230800.0,
3023,鸡西,9,0,0,0,2020-02-04,黑龙江省,230300.0,
3024,牡丹江,8,0,0,0,2020-02-04,黑龙江省,231000.0,
3025,七台河,8,0,0,0,2020-02-04,黑龙江省,230900.0,
3026,齐齐哈尔,6,0,0,0,2020-02-04,黑龙江省,230200.0,
3027,大兴安岭,2,0,0,0,2020-02-04,黑龙江省,232700.0,
3028,鹤岗,2,0,0,0,2020-02-04,黑龙江省,230400.0,
3029,黑河,1,0,0,0,2020-02-04,黑龙江省,231100.0,
3030,西安,60,0,2,0,2020-02-04,陕西省,610100.0,
3031,安康,17,0,0,0,2020-02-04,陕西省,610900.0,
3032,汉中,16,0,0,0,2020-02-04,陕西省,610700.0,
3033,咸阳,11,0,0,0,2020-02-04,陕西省,610400.0,
3034,宝鸡,10,0,0,0,2020-02-04,陕西省,610300.0,
3035,延安,7,0,0,0,2020-02-04,陕西省,610600.0,
3036,铜川,7,0,0,0,2020-02-04,陕西省,610200.0,
3037,渭南,6,0,0,0,2020-02-04,陕西省,610500.0,
3038,商洛,5,0,0,0,2020-02-04,陕西省,611000.0,
3039,榆林,1,0,0,0,2020-02-04,陕西省,610800.0,
3040,韩城,1,0,0,0,2020-02-04,陕西省,610581.0,
3041,杨凌,1,0,0,0,2020-02-04,陕西省,0.0,
3042,南宁,27,0,0,0,2020-02-04,广西壮族自治区,450100.0,
3043,北海,27,0,2,0,2020-02-04,广西壮族自治区,450500.0,
3044,桂林,24,0,4,0,2020-02-04,广西壮族自治区,450300.0,
3045,柳州,15,0,1,0,2020-02-04,广西壮族自治区,450200.0,
3046,防城港,11,0,1,0,2020-02-04,广西壮族自治区,450600.0,
3047,玉林,8,0,0,0,2020-02-04,广西壮族自治区,450900.0,
3048,河池,8,0,0,0,2020-02-04,广西壮族自治区,451200.0,
3049,梧州,5,0,2,0,2020-02-04,广西壮族自治区,450400.0,
3050,贵港,5,0,0,0,2020-02-04,广西壮族自治区,450800.0,
3051,贺州,4,0,0,0,2020-02-04,广西壮族自治区,451100.0,
3052,钦州,3,0,0,0,2020-02-04,广西壮族自治区,450700.0,
3053,百色,2,0,0,0,2020-02-04,广西壮族自治区,451000.0,
3054,石家庄,21,0,1,0,2020-02-04,河北省,130100.0,
3055,沧州,20,0,0,1,2020-02-04,河北省,130900.0,
3056,邢台,16,0,0,0,2020-02-04,河北省,130500.0,
3057,邯郸,14,0,0,0,2020-02-04,河北省,130400.0,
3058,保定,13,0,2,0,2020-02-04,河北省,130600.0,
3059,廊坊,12,0,1,0,2020-02-04,河北省,131000.0,
3060,唐山,11,0,0,0,2020-02-04,河北省,130200.0,
3061,张家口,9,0,0,0,2020-02-04,河北省,130700.0,
3062,衡水,5,0,0,0,2020-02-04,河北省,131100.0,
3063,承德,3,0,0,0,2020-02-04,河北省,130800.0,
3064,秦皇岛,2,0,0,0,2020-02-04,河北省,130300.0,
3065,昆明,34,0,0,0,2020-02-04,云南省,530100.0,
3066,西双版纳,13,0,1,0,2020-02-04,云南省,532800.0,
3067,玉溪,12,0,1,0,2020-02-04,云南省,530400.0,
3068,昭通,9,0,0,0,2020-02-04,云南省,530600.0,
3069,曲靖,9,0,1,0,2020-02-04,云南省,530300.0,
3070,保山,8,0,0,0,2020-02-04,云南省,530500.0,
3071,丽江,7,0,0,0,2020-02-04,云南省,530700.0,
3072,大理,7,0,1,0,2020-02-04,云南省,532901.0,
3073,红河州,5,0,1,0,2020-02-04,云南省,532500.0,
3074,德宏,5,0,0,0,2020-02-04,云南省,533100.0,
3075,普洱,4,0,0,0,2020-02-04,云南省,530800.0,
3076,楚雄州,4,0,0,0,2020-02-04,云南省,532301.0,
3077,临沧,1,0,0,0,2020-02-04,云南省,530900.0,
3078,文山州,1,0,0,0,2020-02-04,云南省,532601.0,
3079,沈阳,18,0,0,0,2020-02-04,辽宁省,210100.0,
3080,大连,13,0,2,0,2020-02-04,辽宁省,210200.0,
3081,盘锦,8,0,0,0,2020-02-04,辽宁省,211100.0,
3082,锦州,7,0,0,0,2020-02-04,辽宁省,210700.0,
3083,阜新,7,0,0,0,2020-02-04,辽宁省,210900.0,
3084,朝阳,6,0,0,0,2020-02-04,辽宁省,211300.0,
3085,丹东,6,0,0,0,2020-02-04,辽宁省,210600.0,
3086,葫芦岛,6,0,0,0,2020-02-04,辽宁省,211400.0,
3087,本溪,3,0,0,0,2020-02-04,辽宁省,210500.0,
3088,铁岭,3,0,0,0,2020-02-04,辽宁省,211200.0,
3089,辽阳,2,0,0,0,2020-02-04,辽宁省,211000.0,
3090,营口,1,0,0,0,2020-02-04,辽宁省,210800.0,
3091,鞍山,1,0,0,0,2020-02-04,辽宁省,210300.0,
3092,三亚,18,0,5,0,2020-02-04,海南省,460200.0,
3093,海口,14,0,0,0,2020-02-04,海南省,460100.0,
3094,万宁,11,0,0,0,2020-02-04,海南省,469006.0,
3095,儋州,8,0,0,0,2020-02-04,海南省,460400.0,
3096,琼海,6,0,0,0,2020-02-04,海南省,469002.0,
3097,陵水,5,0,0,0,2020-02-04,海南省,469028.0,
3098,临高,4,0,0,0,2020-02-04,海南省,469024.0,
3099,澄迈,3,0,0,1,2020-02-04,海南省,469023.0,
3100,定安,3,0,0,0,2020-02-04,海南省,469021.0,
3101,昌江,3,0,0,0,2020-02-04,海南省,469026.0,
3102,东方,2,0,0,0,2020-02-04,海南省,469007.0,
3103,琼中,1,0,0,0,2020-02-04,海南省,469030.0,
3104,乐东,1,0,0,0,2020-02-04,海南省,469027.0,
3105,文昌,1,0,0,0,2020-02-04,海南省,469005.0,
3106,晋中,19,0,2,0,2020-02-04,山西省,140700.0,
3107,运城,16,0,1,0,2020-02-04,山西省,140800.0,
3108,大同,9,0,0,0,2020-02-04,山西省,140200.0,
3109,晋城,7,0,0,0,2020-02-04,山西省,140500.0,
3110,太原,6,0,1,0,2020-02-04,山西省,140100.0,
3111,吕梁,5,0,0,0,2020-02-04,山西省,141100.0,
3112,长治,3,0,0,0,2020-02-04,山西省,140400.0,
3113,朔州,3,0,0,0,2020-02-04,山西省,140600.0,
3114,忻州,3,0,0,0,2020-02-04,山西省,140900.0,
3115,阳泉,2,0,0,0,2020-02-04,山西省,140300.0,
3116,临汾,1,0,0,0,2020-02-04,山西省,141000.0,
3117,贵阳,10,0,1,0,2020-02-04,贵州省,520100.0,
3118,六盘水,9,0,0,0,2020-02-04,贵州省,520200.0,
3119,遵义,9,0,0,0,2020-02-04,贵州省,520300.0,
3120,毕节,9,0,0,0,2020-02-04,贵州省,520500.0,
3121,铜仁,6,0,1,0,2020-02-04,贵州省,520600.0,
3122,黔南州,6,0,0,0,2020-02-04,贵州省,522700.0,
3123,黔东南州,4,0,0,0,2020-02-04,贵州省,522600.0,
3124,黔西南州,3,0,0,0,2020-02-04,贵州省,522300.0,
3125,安顺,2,0,0,0,2020-02-04,贵州省,520400.0,
3126,兰州,30,0,3,0,2020-02-04,甘肃省,620100.0,
3127,天水,10,0,0,0,2020-02-04,甘肃省,620500.0,
3128,陇南,4,0,0,0,2020-02-04,甘肃省,621200.0,
3129,临夏,3,0,0,0,2020-02-04,甘肃省,622901.0,
3130,定西,3,0,1,0,2020-02-04,甘肃省,621100.0,
3131,张掖,2,0,0,0,2020-02-04,甘肃省,620700.0,
3132,白银,1,0,0,0,2020-02-04,甘肃省,620400.0,
3133,金昌,1,0,0,0,2020-02-04,甘肃省,620300.0,
3134,平凉,1,0,0,0,2020-02-04,甘肃省,620800.0,
3135,甘南,1,0,0,0,2020-02-04,甘肃省,623000.0,
3136,庆阳,1,0,0,0,2020-02-04,甘肃省,621000.0,
3137,长春,18,0,1,0,2020-02-04,吉林省,220100.0,
3138,四平,7,0,0,0,2020-02-04,吉林省,220300.0,
3139,吉林,5,0,0,0,2020-02-04,吉林省,220200.0,
3140,公主岭,3,0,0,0,2020-02-04,吉林省,220381.0,
3141,延边,3,0,0,0,2020-02-04,吉林省,222400.0,
3142,辽源,3,0,0,0,2020-02-04,吉林省,220400.0,
3143,松原,2,0,0,0,2020-02-04,吉林省,220700.0,
3144,通化,1,0,0,0,2020-02-04,吉林省,220500.0,
3145,鄂尔多斯,9,0,0,0,2020-02-04,内蒙古自治区,150600.0,
3146,包头,6,0,0,0,2020-02-04,内蒙古自治区,150200.0,
3147,呼和浩特,4,0,0,0,2020-02-04,内蒙古自治区,150100.0,
3148,巴彦淖尔,3,0,0,0,2020-02-04,内蒙古自治区,150800.0,
3149,乌兰察布,3,0,0,0,2020-02-04,内蒙古自治区,150900.0,
3150,呼伦贝尔,3,0,1,0,2020-02-04,内蒙古自治区,150700.0,
3151,锡林郭勒盟,2,0,0,0,2020-02-04,内蒙古自治区,152500.0,
3152,赤峰,2,0,0,0,2020-02-04,内蒙古自治区,150400.0,
3153,兴安盟,1,0,0,0,2020-02-04,内蒙古自治区,152200.0,
3154,通辽,1,0,0,0,2020-02-04,内蒙古自治区,150500.0,
3155,乌海,1,0,0,0,2020-02-04,内蒙古自治区,150300.0,
3156,银川,20,0,1,0,2020-02-04,宁夏回族自治区,640100.0,
3157,吴忠,7,0,0,0,2020-02-04,宁夏回族自治区,640300.0,
3158,中卫,3,0,0,0,2020-02-04,宁夏回族自治区,640500.0,
3159,固原,2,0,0,0,2020-02-04,宁夏回族自治区,640400.0,
3161,石嘴山,1,0,0,0,2020-02-04,宁夏回族自治区,640200.0,
3162,乌鲁木齐,12,0,0,0,2020-02-04,新疆维吾尔自治区,650100.0,
3163,伊犁州,7,0,0,0,2020-02-04,新疆维吾尔自治区,654000.0,
3165,吐鲁番,1,0,0,0,2020-02-04,新疆维吾尔自治区,650400.0,
3168,阿克苏地区,1,0,0,0,2020-02-04,新疆维吾尔自治区,652901.0,
3169,昌吉州,1,0,0,0,2020-02-04,新疆维吾尔自治区,652301.0,
3171,西宁,12,0,0,0,2020-02-04,青海省,630100.0,
3172,海北州,3,0,0,0,2020-02-04,青海省,632200.0,
3173,拉萨,1,0,0,0,2020-02-04,西藏自治区,540100.0,
3174,武汉,8351,0,374,362,2020-02-05,湖北省,420100.0,
3175,黄冈,1645,0,52,25,2020-02-05,湖北省,421100.0,
3176,孝感,1462,0,6,18,2020-02-05,湖北省,420900.0,
3177,襄阳,735,0,7,2,2020-02-05,湖北省,420600.0,
3178,荆州,713,0,12,9,2020-02-05,湖北省,421000.0,
3179,随州,706,0,9,8,2020-02-05,湖北省,421300.0,
3180,黄石,509,0,23,2,2020-02-05,湖北省,420200.0,
3181,宜昌,496,0,9,4,2020-02-05,湖北省,420500.0,
3182,荆门,422,0,16,16,2020-02-05,湖北省,420800.0,
3183,咸宁,384,0,2,0,2020-02-05,湖北省,421200.0,
3184,鄂州,382,0,6,18,2020-02-05,湖北省,420700.0,
3185,十堰,318,0,9,0,2020-02-05,湖北省,420300.0,
3186,仙桃,225,0,0,4,2020-02-05,湖北省,429004.0,
3187,恩施州,138,0,10,0,2020-02-05,湖北省,422800.0,
3188,天门,128,0,0,10,2020-02-05,湖北省,429006.0,
3189,潜江,54,0,0,1,2020-02-05,湖北省,429005.0,
3190,神农架林区,10,0,2,0,2020-02-05,湖北省,429021.0,
3191,深圳,291,0,16,0,2020-02-05,广东省,440300.0,
3192,广州,249,0,12,0,2020-02-05,广东省,440100.0,
3193,珠海,72,0,4,0,2020-02-05,广东省,440400.0,
3194,佛山,50,0,1,0,2020-02-05,广东省,440600.0,
3195,东莞,44,0,1,0,2020-02-05,广东省,441900.0,
3196,中山,36,0,3,0,2020-02-05,广东省,442000.0,
3197,惠州,34,0,1,0,2020-02-05,广东省,441300.0,
3198,汕头,20,0,3,0,2020-02-05,广东省,440500.0,
3199,湛江,18,0,4,0,2020-02-05,广东省,440800.0,
3200,肇庆,13,0,1,0,2020-02-05,广东省,441200.0,
3201,阳江,12,0,0,0,2020-02-05,广东省,441700.0,
3202,梅州,10,0,0,0,2020-02-05,广东省,441400.0,
3203,清远,10,0,2,0,2020-02-05,广东省,441800.0,
3204,江门,7,0,0,0,2020-02-05,广东省,440700.0,
3205,韶关,6,0,1,0,2020-02-05,广东省,440200.0,
3206,揭阳,6,0,0,0,2020-02-05,广东省,445200.0,
3207,茂名,6,0,0,0,2020-02-05,广东省,440900.0,
3208,汕尾,5,0,0,0,2020-02-05,广东省,441500.0,
3209,潮州,5,0,0,0,2020-02-05,广东省,445100.0,
3210,河源,1,0,0,0,2020-02-05,广东省,441600.0,
3211,温州,364,0,28,0,2020-02-05,浙江省,330300.0,
3212,杭州,141,0,14,0,2020-02-05,浙江省,330100.0,
