prov,citycode,ctnm,inaug_time,birthmonth,name,age_feb20,locked_down,daySinceFirstCase,lockdown_date,tenure,2020-01-24,2020-01-25,2020-01-26,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,sub_prov_ct,cityname,gdp2018,gdpPercap2018,gdpGrowth2018,自治州-盟-地区,in_291,popHR18_all,Log_popHR18_all,primary_ind,second_ind,third_ind,prov_full,yiji_date,prov_short,yiji_jan23,yiji_jan24,yiji_jan25,yiji_jan26,yiji_num,prov_leader_rank,num_hospital_total,num_doctors_total,num_firm_total,num_non-domestic_firms_total,pct_of_non_domestic_firm,primary_emp_share_total,secondary_emp_share_total,tertiary_emp_share_total,sex,nativeplace,partytime,majorchara,firstjobtime,nativeprov,is_STEM_major,rule_in_native_prov,is_BA,is_MA,is_PhD,party_age,work_age,is_female,ct_shortname,bdidx_avgdiff_holiday,bdidx_avgdiff_date
湖北省,420600,襄阳市,2017-2,1965-3,李乐成,54,1,-1.0,2020-01-26 00:00:00.000000000,2,0.0,1.0,8.0,36.0,70.0,131.0,163.0,286.0,347.0,441.0,548.0,632.0,735.0,787.0,838.0,907.0,988.0,1019.0,1063.0,1088.0,1101.0,1111.0,1128.0,1144.0,1155.0,1163.0,1165.0,1167.0,1170.0,1173.0,1173.0,1174.0,1175.0,1175.0,1175.0,1175.0,1175.0,0,襄阳市,20508774.0,88032.0,6.58,False,True,592.0,6.3835066348840055,6.8,54.17,39.04,湖北省,2020-01-24 00:00:00.000000000,湖北,0,1,0,0,1,56.66,84.0,13934.0,1626.0,67.0,4.120541205412054,2.760000000000005,49.48,47.76,男,湖北省荆州市监利县,1991-12-01 00:00:00.000000000,2.0,1984-07-01 00:00:00.000000000,湖北,1.0,1,1,0,0,28.0,35.0,0,襄阳,3.3036216216216183,3.4539459459459447
黑龙江省,230600,大庆市,2017-3,1963-11,韩立华,56,0,,,2,1.0,1.0,3.0,5.0,5.0,5.0,5.0,7.0,8.0,8.0,11.0,11.0,11.0,13.0,13.0,13.0,13.0,13.0,14.0,15.0,15.0,18.0,19.0,19.0,20.0,20.0,23.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,0,大庆市,22907157.0,167420.0,2.4,False,True,273.0,5.60947179518496,2.4,62.09,35.51,黑龙江省,2020-01-25 00:00:00.000000000,黑龙江,0,0,1,0,2,31.47,113.0,9926.0,419.0,16.0,3.8186157517899764,0.5700000000000003,49.62,49.81,男,黑龙江省绥化市兰西县,1986-06-01 00:00:00.000000000,2.0,1989-07-01 00:00:00.000000000,黑龙江,1.0,1,0,0,1,33.0,30.0,0,大庆,2.3056216216216217,2.295408108108108
安徽省,341700,池州市,2017-3,1970-5,王宏,49,0,,,2,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,4.0,6.0,6.0,10.0,11.0,11.0,11.0,11.0,12.0,15.0,15.0,16.0,16.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,0,池州市,3508409.0,52255.0,5.71,False,True,162.0,5.087596335232384,8.73,49.57,41.7,安徽省,2020-01-24 00:00:00.000000000,安徽,0,1,0,0,1,36.14,30.0,2932.0,580.0,17.0,2.9310344827586206,0.6799999999999997,36.82,62.5,女,安徽省马鞍山市当涂县,1995-06-01 00:00:00.000000000,2.0,1990-07-01 00:00:00.000000000,安徽,1.0,1,0,0,1,24.0,29.0,1,池州,1.5030567567567563,1.7124486486486483
广东省,440800,湛江市,2017-3,1968-6,郑人豪,51,0,,,2,2.0,2.0,4.0,5.0,7.0,9.0,11.0,11.0,13.0,14.0,14.0,18.0,18.0,19.0,20.0,20.0,21.0,21.0,21.0,21.0,21.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,0,湛江市,12740693.0,75552.0,7.7,False,True,839.0,6.732210706467206,5.38,45.22,49.4,广东省,2020-01-23 00:00:00.000000000,广东,1,0,0,0,0,182.12,103.0,12810.0,866.0,76.0,8.775981524249422,2.8300000000000054,36.69,60.48,男,广东省汕头市,1988-12-01 00:00:00.000000000,1.0,1990-07-01 00:00:00.000000000,广东,0.0,1,0,0,1,31.0,29.0,0,湛江,1.0258108108108122,1.2227594594594595
四川省,510100,成都市,2017-3,1966-4,范锐平,53,0,,,2,7.0,16.0,22.0,33.0,37.0,46.0,59.0,69.0,72.0,73.0,77.0,87.0,92.0,97.0,102.0,109.0,120.0,123.0,124.0,125.0,131.0,135.0,139.0,140.0,140.0,140.0,141.0,141.0,143.0,143.0,143.0,143.0,143.0,143.0,143.0,143.0,143.0,1,成都市,110100047.0,103757.0,8.7,False,True,1435.0,7.268920128193722,1.52,43.92,54.56,四川省,2020-01-24 00:00:00.000000000,四川,0,1,0,0,1,66.1,888.0,58159.0,3631.0,313.0,8.620214816854862,0.6300000000000097,34.01,65.36,男,湖北省荆门市钟祥市,1985-05-01 00:00:00.000000000,1.0,1984-08-01 00:00:00.000000000,湖北,0.0,0,0,1,0,34.0,35.0,0,成都,2.175972972972972,1.953648648648647
云南省,530600,昭通市,2017-3,1964-6,杨亚林,55,0,,,2,0.0,0.0,1.0,1.0,2.0,2.0,4.0,6.0,6.0,8.0,8.0,9.0,10.0,10.0,10.0,10.0,12.0,12.0,14.0,14.0,14.0,19.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,0,昭通市,2558688.0,30544.0,9.2,False,True,619.0,6.428105272684596,11.13,49.28,39.59,云南省,2020-01-24 00:00:00.000000000,云南,0,1,0,0,1,30.69,297.0,7676.0,130.0,5.0,3.8461538461538463,0.6700000000000017,23.83,75.5,男,云南,1991-12-01 00:00:00.000000000,1.0,1982-08-01 00:00:00.000000000,云南,0.0,1,0,1,0,28.0,37.0,0,昭通,0.2916945945945937,0.7650135135135123
新疆维吾尔自治区,650100,乌鲁木齐市,2017-3,1964-11,徐海荣,55,0,,,2,0.0,3.0,3.0,4.0,5.0,6.0,7.0,8.0,8.0,8.0,10.0,12.0,12.0,15.0,18.0,19.0,20.0,20.0,20.0,20.0,21.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,0,乌鲁木齐市,27075290.0,79892.0,8.11,False,True,223.0,5.407171771460119,0.64,30.24,69.11,新疆维吾尔自治区,2020-01-25 00:00:00.000000000,新疆,0,0,1,0,2,73.45,127.0,14482.0,360.0,16.0,4.444444444444445,1.3500000000000085,31.77,66.88,男,重庆市,1984-06-01 00:00:00.000000000,1.0,1985-07-01 00:00:00.000000000,重庆,0.0,0,0,1,0,35.0,34.0,0,乌鲁木齐,2.7396135135135142,2.558697297297297
新疆维吾尔自治区,650200,克拉玛依市,2017-3,1963-11,赵文泉,56,0,,,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,克拉玛依市,7445034.0,145798.0,7.5,False,True,31.0,3.4339872044851463,0.66,70.34,28.99,新疆维吾尔自治区,2020-01-25 00:00:00.000000000,新疆,0,0,1,0,2,73.45,5.0,2480.0,87.0,2.0,2.2988505747126435,0.05999999999999517,58.81,41.13,男,安徽省合肥市长丰县,1994-11-01 00:00:00.000000000,1.0,1986-07-01 00:00:00.000000000,安徽,0.0,0,1,0,0,25.0,33.0,0,克拉玛依,2.8689054054054064,2.716078378378379
安徽省,340200,芜湖市,2017-4,1968-3,潘朝晖,51,0,,,2,0.0,1.0,3.0,6.0,9.0,11.0,14.0,14.0,15.0,16.0,16.0,21.0,23.0,26.0,27.0,29.0,29.0,30.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,34.0,34.0,0,芜湖市,19018514.0,114672.0,9.47,False,True,388.0,5.961005339623274,1.44,55.94,42.62,安徽省,2020-01-24 00:00:00.000000000,安徽,0,1,0,0,1,36.14,83.0,8702.0,1962.0,126.0,6.422018348623854,0.07000000000000028,53.2,46.73,男,安徽省黄山市歙县,1986-06-01 00:00:00.000000000,1.0,1986-07-01 00:00:00.000000000,安徽,0.0,1,0,1,0,33.0,33.0,0,芜湖,1.8823432432432432,1.8299108108108115
广东省,441600,河源市,2017-4,1965-1,丁红都,55,0,,,2,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0,河源市,3790678.0,77614.0,4.8,False,True,373.0,5.921578419643816,0.73,54.72,44.55,广东省,2020-01-23 00:00:00.000000000,广东,1,0,0,0,0,182.12,52.0,5742.0,602.0,160.0,26.578073089701,0.259999999999998,47.9,51.84,男,河南省偃师市,1984-05-01 00:00:00.000000000,2.0,1985-07-01 00:00:00.000000000,河南,1.0,0,1,0,0,35.0,34.0,0,河源,1.109159459459459,1.2092540540540542
广西壮族自治区,450700,钦州市,2017-4,1962-11,王革冰,57,0,,,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,3.0,4.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,0,钦州市,5918520.0,46302.0,9.62,False,True,411.0,6.018593214496234,20.73,36.31,42.96,广西壮族自治区,2020-01-24 00:00:00.000000000,广西,0,1,0,0,1,37.35,22.0,5316.0,326.0,26.0,7.975460122699387,0.9181969999999993,42.904841,56.176962,女,河南省南阳市唐河县,1987-04-01 00:00:00.000000000,1.0,1982-07-01 00:00:00.000000000,河南,0.0,0,0,1,0,32.0,37.0,1,钦州,1.4209459459459457,1.822062162162161
西藏自治区,540300,昌都市,2017-4,1967-3,阿布,52,0,,,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,昌都市,563394.0,36715.0,10.0,False,True,76.0,4.330733340286331,6.89,44.22,48.89,西藏自治区,,西藏,0,0,0,0,0,35.26,28.0,836.0,4.0,1.0,25.0,1.0500000000000114,12.63,86.32,男,西藏自治区拉萨市,1992-04-01 00:00:00.000000000,1.0,1989-07-01 00:00:00.000000000,西藏,0.0,1,0,1,0,27.0,30.0,0,昌都,0.654672972972973,0.4928621621621616
陕西省,610800,榆林市,2017-4,1960-11,戴征社,59,0,,,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0,榆林市,6984704.0,106175.0,8.5,False,True,385.0,5.953243334287785,4.14,58.87,36.99,陕西省,2020-01-25 00:00:00.000000000,陕西,0,0,1,0,2,43.47,109.0,7390.0,839.0,8.0,0.9535160905840285,0.9600000000000009,41.16,57.88,男,陕西省咸阳市武功县,1986-12-01 00:00:00.000000000,2.0,1982-07-01 00:00:00.000000000,陕西,1.0,1,1,0,0,33.0,37.0,0,榆林,1.593302702702703,1.5497108108108095
甘肃省,620400,白银市,2017-4,1966-7,苏君,53,0,,,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0,白银市,2679410.0,53863.0,1.3,False,True,182.0,5.204006687076795,3.27,49.89,46.84,甘肃省,2020-01-25 00:00:00.000000000,甘肃,0,0,1,0,2,31.0,102.0,3341.0,137.0,6.0,4.37956204379562,1.2399999999999949,43.95,54.81,女,江苏省邳州市,1991-09-01 00:00:00.000000000,1.0,1984-07-01 00:00:00.000000000,江苏,0.0,0,0,1,0,28.0,35.0,1,白银,1.6075027027027042,1.6837999999999995
甘肃省,620600,武威市,2017-4,1971-11,柳鹏,48,0,,,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,武威市,2722793.0,26828.0,-2.2,False,True,190.0,5.247024072160486,21.44,31.62,46.94,甘肃省,2020-01-25 00:00:00.000000000,甘肃,0,0,1,0,2,31.0,12.0,3695.0,219.0,4.0,1.82648401826484,2.1599999999999966,32.37,65.47,男,甘肃省兰州市,1994-01-01 00:00:00.000000000,1.0,1991-07-01 00:00:00.000000000,甘肃,0.0,1,0,1,0,26.0,28.0,0,武威,1.281075675675675,1.3999810810810809
新疆维吾尔自治区,650400,吐鲁番市,2017-4,1968-1,张文胜,52,0,,,2,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0,吐鲁番市,854603.0,29925.0,8.27,False,True,64.0,4.1588830833596715,24.07,24.09,51.84,新疆维吾尔自治区,2020-01-25 00:00:00.000000000,新疆,0,0,1,0,2,73.45,22.0,1590.0,135.0,2.0,1.4814814814814816,0.7800000000000011,31.74,67.48,男,河南省郑州市,1989-01-01 00:00:00.000000000,1.0,1991-01-01 00:00:00.000000000,河南,0.0,0,0,1,0,31.0,29.0,0,吐鲁番,2.5452351351351346,2.415967567567568
辽宁省,210200,大连市,2017-4,1968-10,谭作钧,51,1,-12.0,2020-02-05 00:00:00.000000000,2,1.0,4.0,4.0,5.0,5.0,5.0,5.0,7.0,10.0,12.0,12.0,13.0,14.0,14.0,14.0,16.0,16.0,16.0,16.0,16.0,17.0,18.0,18.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,1,大连市,53917639.0,113675.0,7.31,False,True,595.0,6.38856140554563,2.93,38.42,58.65,辽宁省,2020-01-25 00:00:00.000000000,辽宁,0,0,1,0,2,60.3,153.0,20301.0,1683.0,586.0,34.81877599524658,0.5899999999999963,40.49,58.92,男,湖南省株洲市茶陵县,1990-08-02 13:00:00.000000000,1.0,1990-08-01 00:00:00.000000000,湖南,0.0,0,0,1,0,29.0,29.0,0,大连,1.6902405405405398,1.505851351351351
广东省,440300,深圳市,2017-4,1962-3,王伟中,57,1,-15.0,2020-02-08 00:00:00.000000000,2,15.0,20.0,31.0,36.0,57.0,80.0,98.0,134.0,170.0,207.0,245.0,271.0,291.0,316.0,339.0,354.0,366.0,369.0,375.0,386.0,391.0,400.0,406.0,414.0,415.0,416.0,416.0,416.0,416.0,417.0,417.0,417.0,417.0,417.0,417.0,417.0,417.0,1,深圳市,224900586.0,184068.0,8.8,False,True,435.0,6.075346031088684,0.09,41.44,58.47,广东省,2020-01-23 00:00:00.000000000,广东,1,0,0,0,0,182.12,135.0,33299.0,7943.0,2437.0,30.681102857862268,0.020000000000003126,57.58,42.4,男,山西朔州,1983-10-01 00:00:00.000000000,1.0,1987-04-01 00:00:00.000000000,山西,0.0,0,0,0,1,36.0,32.0,0,深圳,1.9279891891891892,1.5055459459459457
宁夏回族自治区,640300,吴忠市,2017-4,1963-10,沈左权,56,1,-3.0,2020-01-31 00:00:00.000000000,2,0.0,0.0,0.0,0.0,2.0,3.0,5.0,5.0,6.0,7.0,7.0,7.0,7.0,8.0,9.0,9.0,10.0,13.0,15.0,19.0,22.0,25.0,27.0,27.0,27.0,27.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,0,吴忠市,1895152.0,45931.0,7.8,False,True,143.0,4.962844630259907,9.32,61.99,28.69,宁夏回族自治区,2020-01-25 00:00:00.000000000,宁夏,0,0,1,0,2,30.69,50.0,2647.0,357.0,4.0,1.1204481792717087,2.500000000000007,34.63,62.87,男,浙江省湖州市安吉县,1987-07-01 00:00:00.000000000,2.0,1987-08-01 00:00:00.000000000,浙江,1.0,0,0,1,0,32.0,32.0,0,吴忠,2.291167567567568,2.2864891891891914
云南省,530700,丽江市,2017-5,1965-12,崔茂虎,54,0,,,2,1.0,2.0,2.0,5.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0,丽江市,1242906.0,56780.0,8.1,False,True,123.0,4.812184355372417,4.52,31.19,64.29,云南省,2020-01-24 00:00:00.000000000,云南,0,1,0,0,1,30.69,30.0,2085.0,78.0,2.0,2.564102564102564,0.5499999999999972,16.75,82.7,男,云南省宣威市,1990-05-01 00:00:00.000000000,1.0,1987-07-01 00:00:00.000000000,云南,0.0,1,1,0,0,29.0,32.0,0,丽江,1.3477810810810815,1.351394594594594
甘肃省,620700,张掖市,2017-5,1962-9,杨维俊,57,0,,,2,0.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0,张掖市,1646975.0,31881.0,4.71,False,True,131.0,4.875197323201151,14.69,23.36,61.95,甘肃省,2020-01-25 00:00:00.000000000,甘肃,0,0,1,0,2,31.0,53.0,3308.0,224.0,4.0,1.7857142857142856,2.3500000000000085,25.85,71.8,男,甘肃省平凉市静宁县,1984-12-01 00:00:00.000000000,1.0,1988-10-01 00:00:00.000000000,甘肃,0.0,1,0,1,0,35.0,31.0,0,张掖,1.5558270270270276,1.618581081081082
甘肃省,620800,平凉市,2017-5,1962-8,郭承录,57,0,,,2,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,7.0,8.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,0,平凉市,1286773.0,24334.0,4.0,False,True,234.0,5.455321115357702,6.66,23.72,69.62,甘肃省,2020-01-25 00:00:00.000000000,甘肃,0,0,1,0,2,31.0,149.0,4594.0,66.0,0.0,0.0,1.7800000000000011,37.67,60.55,男,甘肃省金昌市永昌县,1986-05-01 00:00:00.000000000,2.0,1983-03-01 00:00:00.000000000,甘肃,1.0,1,0,0,1,33.0,36.0,0,平凉,1.5128243243243238,1.6553513513513518
甘肃省,621100,定西市,2017-5,1963-6,唐晓明,56,0,,,2,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,0,定西市,767389.0,17890.0,4.3,False,True,303.0,5.713732805509369,12.69,29.63,57.68,甘肃省,2020-01-25 00:00:00.000000000,甘肃,0,0,1,0,2,31.0,47.0,4783.0,153.0,1.0,0.6535947712418301,0.8200000000000074,24.3,74.88,男,江西省抚州市东乡县,1994-12-01 00:00:00.000000000,1.0,1983-07-01 00:00:00.000000000,江西,0.0,0,1,0,0,25.0,36.0,0,定西,1.2864810810810812,1.4636
内蒙古自治区,150400,赤峰市,2017-5,1962-7,段志强,57,1,-19.0,2020-02-13 00:00:00.000000000,2,0.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,7.0,7.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,0,赤峰市,6113256.0,43746.0,3.1,False,True,460.0,6.131226489483141,10.93,37.95,51.12,内蒙古自治区,2020-01-25 00:00:00.000000000,内蒙古,0,0,1,0,2,35.79,98.0,11601.0,359.0,8.0,2.2284122562674096,4.739999999999995,29.21,66.05,男,内蒙古自治区兴安盟扎赉特旗,1987-07-01 00:00:00.000000000,1.0,1984-08-01 00:00:00.000000000,内蒙古,0.0,1,0,1,0,32.0,35.0,0,赤峰,2.067621621621623,2.109194594594594
内蒙古自治区,150800,巴彦淖尔市,2017-5,1968-10,常志刚,51,1,-15.0,2020-02-13 00:00:00.000000000,2,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,0,巴彦淖尔市,2421916.0,43728.0,3.6,False,True,174.0,5.159055299214529,17.47,35.6,46.93,内蒙古自治区,2020-01-25 00:00:00.000000000,内蒙古,0,0,1,0,2,35.79,53.0,4956.0,223.0,11.0,4.932735426008969,12.399999999999991,16.12,71.48,男,内蒙古自治区呼和浩特市,1993-07-01 00:00:00.000000000,1.0,1987-01-01 00:00:00.000000000,内蒙古,0.0,1,0,1,0,26.0,33.0,0,巴彦淖尔,2.724791891891892,2.6912837837837835
黑龙江省,230100,哈尔滨市,2017-5,1962-12,王兆力,57,1,-11.0,2020-02-04 00:00:00.000000000,2,1.0,6.0,8.0,8.0,10.0,11.0,13.0,18.0,25.0,34.0,45.0,63.0,73.0,82.0,94.0,100.0,114.0,128.0,146.0,150.0,159.0,164.0,167.0,182.0,188.0,190.0,192.0,194.0,197.0,197.0,198.0,198.0,198.0,198.0,198.0,198.0,198.0,1,哈尔滨市,47127585.0,85567.0,7.6,False,True,955.0,6.86171134048073,5.83,29.93,64.24,黑龙江省,2020-01-25 00:00:00.000000000,黑龙江,0,0,1,0,2,31.47,310.0,22000.0,1275.0,76.0,5.96078431372549,2.5600000000000023,30.49,66.95,男,黑龙江省哈尔滨市双城区,1984-07-01 00:00:00.000000000,2.0,1987-07-01 00:00:00.000000000,黑龙江,1.0,1,0,1,0,35.0,32.0,0,哈尔滨,2.6297648648648657,2.541170270270272
四川省,511900,巴中市,2017-6,1967-10,罗增斌,52,0,,,2,0.0,0.0,0.0,0.0,0.0,2.0,4.0,5.0,8.0,8.0,12.0,12.0,15.0,19.0,20.0,21.0,21.0,22.0,22.0,22.0,22.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,0,巴中市,2169990.0,18292.0,8.5,False,True,376.0,5.929589143389895,14.46,43.56,41.97,四川省,2020-01-24 00:00:00.000000000,四川,0,1,0,0,1,66.1,75.0,6607.0,290.0,2.0,0.6896551724137931,0.490000000000002,54.47,45.04,男,四川省广元市苍溪县,1993-06-01 00:00:00.000000000,2.0,1990-07-01 00:00:00.000000000,四川,1.0,1,0,0,1,26.0,29.0,0,巴中,0.28004324324324426,0.9177459459459464
西藏自治区,540500,山南市,2017-6,1963-7,许成仓,56,0,,,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,山南市,493693.0,67788.0,10.2,False,True,35.0,3.5553480614894135,2.25,23.37,74.38,西藏自治区,,西藏,0,0,0,0,0,35.26,17.0,1701.0,15.0,0.0,0.0,0.20000000000000284,14.06,85.74,男,安徽省六安市,1990-12-01 00:00:00.000000000,1.0,1985-07-01 00:00:00.000000000,安徽,0.0,0,0,1,0,29.0,34.0,0,山南,0.6228405405405408,0.6230972972972979
陕西省,610300,宝鸡市,2017-6,1965-8,徐启方,54,0,,,2,0.0,0.0,0.0,0.0,3.0,4.0,4.0,4.0,6.0,7.0,8.0,10.0,10.0,10.0,12.0,12.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,0,宝鸡市,10803650.0,73939.0,8.1,False,True,381.0,5.942799375126701,3.06,66.26,30.68,陕西省,2020-01-25 00:00:00.000000000,陕西,0,0,1,0,2,43.47,105.0,9858.0,730.0,15.0,2.054794520547945,0.6099999999999994,50.46,48.93,男,陕西省安康市汉滨区,1986-07-01 00:00:00.000000000,1.0,1986-07-01 00:00:00.000000000,陕西,0.0,1,0,1,0,33.0,33.0,0,宝鸡,1.9238729729729742,1.9757972972972968
宁夏回族自治区,640400,固原市,2017-6,1968-2,张柱,52,0,,,2,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,固原市,1176599.0,27929.0,8.0,False,True,151.0,5.017279836814924,12.78,27.41,59.81,宁夏回族自治区,2020-01-25 00:00:00.000000000,宁夏,0,0,1,0,2,30.69,13.0,2513.0,50.0,0.0,0.0,1.8400000000000034,13.29,84.87,男,宁夏回族自治区吴忠市同心县,1988-10-01 00:00:00.000000000,1.0,1989-07-01 00:00:00.000000000,宁夏,0.0,1,0,1,0,31.0,30.0,0,固原,1.8344783783783805,1.9597972972972983
宁夏回族自治区,640500,中卫市,2017-6,1965-10,何健,54,0,,,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,0,中卫市,1716928.0,42041.0,7.9,False,True,122.0,4.804021044733257,13.52,38.66,47.82,宁夏回族自治区,2020-01-25 00:00:00.000000000,宁夏,0,0,1,0,2,30.69,28.0,1866.0,133.0,4.0,3.007518796992481,4.159999999999997,19.34,76.5,男,江苏省南通市,1985-06-01 00:00:00.000000000,1.0,1986-07-01 00:00:00.000000000,江苏,0.0,0,0,1,0,34.0,33.0,0,中卫,2.0740999999999987,2.094864864864864
