y,t,g,Q
0,0,0.24185389062179105,0.29039219370027314
0,0,0.45243085929675475,0.3739336926868124
0,0,0.3640525111300649,0.3381207970459901
0,1,0.30153765043703906,0.26997534017309116
1,1,0.38907095643845424,0.6709662687793663
0,0,0.1903430557092864,0.3603378772931316
0,0,0.30412199114972305,0.3523700884847251
1,0,0.18570260115499662,0.2941916238098722
0,0,0.4571635529095668,0.3270873711959664
1,0,0.2769310377942434,0.5133752464765862
0,1,0.3246110903757904,0.42213347743123975
1,0,0.3700589110814172,0.28204998736173736
0,0,0.3098767623615491,0.29546362409659366
0,0,0.315592662102861,0.25483100842068834
1,0,0.41331436370668956,0.24193930861389878
0,1,0.2724099836548042,0.31231752394771234
0,0,0.21755409571000492,0.3727643196382082
0,1,0.3532182241117034,0.38090936100060013
1,0,0.31350847993729614,0.5680220903203643
0,1,0.46059588695717435,0.5133670615584078
1,0,0.4344862402605083,0.2005250797598833
0,1,0.1559344677879578,0.3748795484580137
1,0,0.3342191825142076,0.2797666870298437
1,1,0.41891791685845203,0.38645167609178765
0,1,0.3369269011959559,0.3661139794209798
1,1,0.45706569879383363,0.6157303630026679
0,0,0.29410231545529447,0.27964850303538785
1,1,0.4208724852235891,0.4702755185375059
0,0,0.31925289237512444,0.27450267104174486
0,1,0.20941750609457171,0.37552743057714205
0,1,0.37022199149576096,0.37589036706502527
0,1,0.18109927318819144,0.3175093504777168
0,1,0.21354528650618554,0.34070837240211604
0,0,0.2095023002325064,0.22595073315357944
0,1,0.42412636549600174,0.5293230086408904
0,1,0.14429075474634628,0.5152352663489708
0,1,0.3259455070018622,0.2969314078921713
1,1,0.19683850448377332,0.6029274081744125
1,0,0.22848625217843702,0.45172538967256737
1,1,0.43981948836249724,0.6664161379280712
0,0,0.20411555445255458,0.3038111362453545
1,0,0.4039319446403543,0.3120972650009124
1,0,0.21344901879115036,0.5789462107553497
1,1,0.1313513732802738,0.5148491666439782
1,1,0.40239098594078604,0.49239872096309645
0,0,0.24587796098611572,0.3418972872582959
0,0,0.3057857659927907,0.3992995351005158
1,1,0.39081879729268215,0.41652671680299364
0,0,0.3933921433693466,0.3418061244514827
1,0,0.49826388800374766,0.5099192236318668
0,0,0.3702564714642254,0.33453988408644464
1,0,0.2584572006468643,0.28798442946662867
1,1,0.34888352544593937,0.42079543476904957
1,0,0.31517488655423037,0.4398520825421222
1,0,0.23499461803929778,0.45040889076317936
0,1,0.45626910509396323,0.6934012852219592
1,0,0.31554329308283513,0.3403265659142647
1,0,0.2753152610915355,0.3908882942325881
0,0,0.3295113939213517,0.3479835863576098
0,0,0.3479041311364897,0.2753554308464318
0,1,0.27774420018180623,0.3529969776823533
1,0,0.21481719996269288,0.31492429060493665
0,0,0.20556852393241568,0.38807070721098397
0,1,0.38348396355957043,0.33391219385907683
1,0,0.16011388252302233,0.33916318527906686
0,0,0.22259645911748904,0.3655629431189011
0,0,0.4432565318620998,0.455482709476722
0,0,0.39311142435426255,0.35665633572341554
1,0,0.19347267500991616,0.3482509752206786
0,1,0.44499427227319477,0.48754481272065997
0,1,0.34777038313739567,0.30755240268780065
0,1,0.3823526982752216,0.476285671488498
0,0,0.3773326672957833,0.3016582720117598
0,0,0.3729446998844975,0.3910907775460683
0,1,0.36705531953935117,0.4050071321388373
1,0,0.46027696143525304,0.5115369362422773
0,0,0.2267628119147478,0.32762084970520566
0,0,0.36508357491025206,0.34642672623664833
1,1,0.44672274889924996,0.41679867016182237
0,0,0.2633236870760949,0.36004124141647925
0,0,0.30580080437583557,0.5019093218369827
0,0,0.39256195099230196,0.37952737369571987
