y,t,g,Q
0,0,0.220544158340085,0.3092945591995066
0,0,0.46240861648647996,0.3478170284188436
0,0,0.37359973243967853,0.33230960656503916
0,1,0.28808598130825314,0.28144269669465016
1,1,0.39496434258334934,0.6821993352157723
0,0,0.16286399914177788,0.40959443519897587
0,0,0.3314444074891911,0.35504296988350265
1,0,0.13385266259657805,0.3341183531716038
0,0,0.47929024306888335,0.38156408744294545
1,0,0.27303899732879805,0.5341332341931747
0,1,0.34130729389399206,0.41022267096345116
1,0,0.372800200312491,0.2495568059892218
0,0,0.3645452982284705,0.25507700616444207
0,0,0.33649209101208644,0.2531977935134442
1,0,0.4433664750772393,0.22376603839151302
0,1,0.23811892267355358,0.3181531610767906
0,0,0.2890045554208739,0.36143265644976036
0,1,0.36652606400444737,0.3506633864501836
1,0,0.31762824879997376,0.5424431188586694
0,1,0.46231768171449605,0.4926580657928442
1,0,0.42439609142962603,0.18671405471211122
0,1,0.11333121748713725,0.3743144947463425
1,0,0.3584257275712302,0.24677850922248754
1,1,0.37382155230231523,0.4867827189762189
0,1,0.3341097074363119,0.3675055966249847
1,1,0.405908968052749,0.6814070343903341
0,0,0.31552760092458415,0.2670013573636364
1,1,0.4911697047799873,0.39382932870164455
0,0,0.30576875319638613,0.30652737992330514
0,1,0.23447819180206889,0.3656923541134656
0,1,0.32196869502498876,0.37431935791775595
0,1,0.1914710507455911,0.316192276330396
0,1,0.2564373779631444,0.30158713216652355
0,0,0.23319285712898233,0.2625822878652371
0,1,0.4271373916762318,0.48541890289639716
0,1,0.19828349859630892,0.48981201688120213
0,1,0.35645585963661097,0.2658641570841976
1,1,0.18247331442191703,0.5839034212201805
1,0,0.18099759589017764,0.5174053475944612
1,1,0.4723728340466371,0.6291739602393903
0,0,0.17459439498178564,0.3500319458577528
1,0,0.45052861020787693,0.27646862453330345
1,0,0.16371604329861014,0.5714936444690926
1,1,0.12938634654829118,0.5451614190739247
1,1,0.3967805959125707,0.4548250582993328
0,0,0.30706019682095537,0.3397640501207704
0,0,0.27689630837977613,0.39870560112124526
1,1,0.38018305442419953,0.4171329640068148
0,0,0.43199646835305067,0.3333926308042692
1,0,0.4447004012007267,0.5039474038049805
0,0,0.40950933991920274,0.30841410451652107
1,0,0.39366142062561904,0.2576204342370437
1,1,0.31210557725823385,0.4426200920365052
1,0,0.3714443368606939,0.5114592583820285
1,0,0.26766740479905976,0.4701456793368184
0,1,0.4414555380736566,0.6857772001303453
1,0,0.31089065404548166,0.33232915872097696
1,0,0.22478933083181477,0.3986516752221075
0,0,0.3949061848713526,0.31823337886380665
0,0,0.3434213148031706,0.3403484702631284
0,1,0.2598797748701886,0.3384352337770098
1,0,0.20461895674575473,0.330544377932542
0,0,0.25843769518972354,0.3520865205469548
0,1,0.3964247633770937,0.3242565191071797
1,0,0.18760821013953238,0.35968988188245693
0,0,0.15816516120673446,0.3838384891107069
0,0,0.4372829165147467,0.44469651919426184
0,0,0.3888141989116594,0.35241197804769636
1,0,0.18093042567186585,0.3052816165603934
0,1,0.4750695860464579,0.4681957968214151
0,1,0.43381174243569354,0.29457559580344583
0,1,0.30994384704922895,0.4820620798949074
0,0,0.39326207047347755,0.2703574301189898
0,0,0.4189802569012108,0.37991773356581565
0,1,0.3556433013028594,0.4305681607182255
1,0,0.4447148049349464,0.48740170689829715
0,0,0.2232806726201346,0.34816211277399955
0,0,0.3640139419316724,0.3316507648676636
1,1,0.5270903836530406,0.4047709468302418
0,0,0.20894107359128763,0.39664704274687196
0,0,0.36227223409383247,0.6300998821989695
0,0,0.3554270645426448,0.37002728586905004
0,0,0.38950772631941566,0.3571642356408536
0,0,0.18481479323588154,0.32354239821981684
0,0,0.3181090453358612,0.4635512119383469
0,0,0.3694681988955696,0.33872594858664734
1,0,0.3845010541771851,0.4155692379818187
0,1,0.34490019875827255,0.30490869778573243
0,0,0.39531874900569725,0.4435918741918078
0,0,0.2453684849787413,0.29493724341062916
0,1,0.3293825328363941,0.3617230295498122
1,1,0.3284141843530435,0.5016834612866716
0,1,0.3382185036468401,0.3200091087150624
1,0,0.3945262954524481,0.43681675597064895
0,0,0.49555078613739034,0.48766476922035557
0,1,0.3649820781375695,0.22746855215167172
0,0,0.3782075517627908,0.24107934692432811
1,0,0.2992244387161047,0.659561406533441
1,0,0.30665231783526153,0.42957374089406947
0,0,0.3363510401991856,0.45369151331994534
1,1,0.40805299314002824,0.23589453975776278
0,1,0.4645727619186368,0.48915765264225375
0,0,0.2001969592042696,0.3999537649052149
0,0,0.29818488019449724,0.6137405715698585
0,0,0.1497006815554448,0.4233566034121201
0,1,0.3795933967183758,0.346346570169585
1,1,0.38580160696989657,0.463883339474594
0,1,0.3184589823634717,0.1842443830500914
0,0,0.24419523932355805,0.40483883296308254
0,0,0.2146034237473316,0.32067175501963696
0,0,0.3746116836010734,0.5218540644423685
1,1,0.23616206251045482,0.43176796844778936
0,0,0.10373779212196926,0.40115849232482836
0,0,0.22908204566898518,0.32599594780115465
0,1,0.19290994614489357,0.40274549942980686
0,0,0.4808337028822744,0.4841923663548519
0,0,0.4555649830220061,0.34492927442686117
1,0,0.29690657420487127,0.33829069994840955
